SYMBOL	ENTREZID	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
DAZAP2	9802	DAZ associated protein 2	0.0333826257947018	12.1137525720052	0.363438783359516	0.725907765250162	0.927942289628535	-6.03347969578182
DAZL	NA	NA	0.038170752495505	5.92325507616909	0.402615372128407	0.698014944495729	0.917816469894062	-6.01769474074342
DBF4	10926	DBF4 zinc finger	-0.319240296029803	6.4190885577971	-2.16791144049578	0.0627994724395537	0.454552664256032	-4.1561116810489
DBH	1621	dopamine beta-hydroxylase	-0.0281697850730341	6.87372496712112	-0.31420326186646	0.761586938176816	0.938803688134629	-6.05110162789405
DBI	1622	diazepam binding inhibitor, acyl-CoA binding protein	-0.690885177373752	10.9666466248231	-2.19613100247375	0.0651864749562622	0.45885428170132	-4.14596130558789
DBN1	NA	NA	-0.10566109108264	10.05586113184	-1.1817151126817	0.272012806001224	0.705412201116659	-5.41748574497349
DBNDD1	79007	dysbindin domain containing 1	-0.105274973297943	8.89450307154106	-0.66030642593509	0.528027611878235	0.854975584377619	-5.87644717011048
DBP	1628	D-box binding PAR bZIP transcription factor	-0.0152010684623675	8.20848220952612	-0.157986371212449	0.878471665657781	0.97225194168055	-6.09033985521321
DBR1	51163	debranching RNA lariats 1	-0.255321725138349	7.74600515491136	-1.91678346928648	0.0924185957007643	0.511012692966315	-4.50548865644307
DBT	1629	dihydrolipoamide branched chain transacylase E2	0.052977053858764	9.4585057173797	0.512233414349317	0.622639920688661	0.892031427548788	-5.96539741551648
DBX2	NA	NA	-0.0751240176101918	5.26843996716896	-0.683698515536336	0.513914351702701	0.847719172460129	-5.86055069784144
DCAF1	NA	NA	-0.0837745761856198	9.73501998902423	-0.886108953373677	0.401991317405955	0.789780882843571	-5.7033634244788
DCAF10	79269	DDB1 and CUL4 associated factor 10	0.390819932218834	9.67933759533269	2.78732629170521	0.0241924637405367	0.351684554354721	-3.27076857851182
DCAF11	80344	DDB1 and CUL4 associated factor 11	-0.0769624079393018	9.32759028649616	-0.581226905193738	0.577454741142018	0.878085078771199	-5.92650255458022
DCAF12	NA	NA	-0.0383215897004806	10.8555571285932	-0.357102574015496	0.730461734655241	0.928793493890856	-6.03588647233192
DCAF12L1	139170	DDB1 and CUL4 associated factor 12 like 1	-0.17132898359518	6.6872979425037	-1.68193064133629	0.131963937775313	0.563600740079966	-4.81942527177119
DCAF12L2	340578	DDB1 and CUL4 associated factor 12 like 2	0.000356343994048737	7.50071021747257	0.00355161894113645	0.997255171457034	0.999353660031276	-6.10369795098338
DCAF13	25879	DDB1 and CUL4 associated factor 13	0.234899720070476	9.10381558233679	1.98338557086444	0.0834492715654573	0.4913442028058	-4.41394198601524
DCAF15	90379	DDB1 and CUL4 associated factor 15	-0.166828695435795	8.95301095525476	-1.52465240437588	0.166722648953551	0.606806410804732	-5.01968309092089
DCAF16	54876	DDB1 and CUL4 associated factor 16	-0.0505769116356231	10.4543136122601	-0.535996325859543	0.606868954539598	0.887281916142482	-5.95251324127202
DCAF17	80067	DDB1 and CUL4 associated factor 17	0.366687872326242	9.07528416495495	3.09049148998388	0.0153024414605083	0.319542923532377	-2.84016162059096
DCAF4	26094	DDB1 and CUL4 associated factor 4	0.172726711253297	8.24336663657198	1.65185564836807	0.138045732786644	0.571182266478279	-4.85842253496076
DCAF4L1	285429	DDB1 and CUL4 associated factor 4 like 1	-0.176468868920957	5.5056207371069	-1.74783771785817	0.119497147197642	0.550648553107463	-4.73292251625218
DCAF4L2	138009	DDB1 and CUL4 associated factor 4 like 2	-0.0858327315505937	6.46948431528871	-0.84697281790563	0.422177783386145	0.804656351714146	-5.73639776413904
DCAF6	NA	NA	-0.123783409685232	9.72730320182978	-1.09392751355988	0.306541784382127	0.729727720145278	-5.50865695392918
DCAF8	50717	DDB1 and CUL4 associated factor 8	-0.202402695177332	7.91317686823318	-1.8673356228155	0.0996702704096261	0.522346986778307	-4.57281713802388
DCAF8L2	347442	DDB1 and CUL4 associated factor 8 like 2	-0.305751656168406	5.37633055384038	-1.57977664874189	0.156442636036999	0.595536770850303	-4.95219758967289
DCAKD	NA	NA	0.0212018890064614	11.7631699698853	0.260991103835525	0.800842251443016	0.952166515981622	-6.067336220999
DCBLD2	131566	discoidin, CUB and LCCL domain containing 2	0.520436769484049	11.258094196666	6.42202258594897	0.000225504448977631	0.12959863844045	0.981477041799436
DCC	1630	DCC netrin 1 receptor	-0.706611974486895	8.30153377482082	-2.17490658443518	0.0672360294819277	0.462535263094081	-4.17470524257307
DCD	NA	NA	-0.100214565765814	6.56945089510154	-1.00452528490526	0.345198757017825	0.754295335164316	-5.59623948256274
DCDC2	51473	doublecortin domain containing 2	0.0236351975646137	6.03912570363566	0.175035349014848	0.865499756820113	0.969834654973272	-6.08730592664356
DCHS1	8642	dachsous cadherin-related 1	0.0281487873978722	9.10046259222278	0.188265000175863	0.855463534899016	0.967798856330268	-6.08473940849559
DCLK1	9201	doublecortin like kinase 1	-0.172652988957291	7.826200841086	-0.319733637610237	0.758761392157604	0.937496908472534	-6.04838309676664
DCLK2	166614	doublecortin like kinase 2	-0.507925061200906	10.2845822399882	-2.47960639574771	0.0401901561225896	0.402161691686236	-3.72804987456596
DCLK3	85443	doublecortin like kinase 3	0.0506539441818117	5.50354999159775	0.471038802964976	0.65047581345134	0.900889948193375	-5.98643823913454
DCLRE1A	9937	DNA cross-link repair 1A	-0.106847291788979	8.62673733967313	-0.887101062943863	0.401488744241736	0.789201664853907	-5.70251026106178
DCLRE1B	64858	DNA cross-link repair 1B	-0.314902343870821	8.26822519533645	-2.73865422001587	0.0260583372333964	0.357463969501605	-3.34042705356634
DCLRE1C	64421	DNA cross-link repair 1C	-0.0147938948370694	7.77065304486747	-0.0780810388725822	0.93977268262454	0.985070900195231	-6.10042689098326
DCN	NA	NA	0.107418581727199	4.04772473295821	0.895917834394995	0.39704233461195	0.786353381129995	-5.69489449653546
DCP1A	55802	decapping mRNA 1A	0.233565587624761	10.5975378862882	2.66112684144081	0.0293424538205453	0.368329584749635	-3.451548707327
DCP1B	196513	decapping mRNA 1B	-0.021853166675498	9.55061897699382	-0.202519918871492	0.84468095218956	0.964821273625338	-6.0817668414027
DCP2	167227	decapping mRNA 2	0.0343199644626921	9.18894321816923	0.232533819621861	0.82209486636784	0.960115662936366	-6.07480771582929
DCPS	28960	decapping enzyme, scavenger	0.113298996635912	9.14281537673583	1.05483293194822	0.323005388290653	0.739199787127152	-5.54763379261745
DCST2	127579	DC-STAMP domain containing 2	-0.0121917911536717	6.25857860000801	-0.128248454178459	0.901189810498587	0.978464870289701	-6.09489266671113
DCSTAMP	NA	NA	0.0568229164206004	4.79945256403323	0.579597433651168	0.578500317889005	0.87812053349892	-5.92747312806944
DCT	1638	dopachrome tautomerase	0.0828530391877399	7.90372599808425	0.208608714487241	0.840859498775249	0.964346272642486	-6.08004926395869
DCTD	NA	NA	0.155956595245619	10.69567899745	1.81294558427616	0.108273407510349	0.535719492478074	-4.64617478917623
DCTN1	1639	dynactin subunit 1	-0.0563024307568454	10.3378844228717	-0.594468597813649	0.568997821163372	0.875640593224508	-5.91852324535154
DCTN2	10540	dynactin subunit 2	0.108246351680266	11.1664715397042	1.10892555490096	0.300405348400674	0.726291560067816	-5.4934326291461
DCTN4	51164	dynactin subunit 4	0.00811592823426331	10.4998084891499	0.073869652234404	0.942969034055394	0.985935126242887	-6.10077905137854
DCTN5	NA	NA	-0.0272825156634639	11.3876582572096	-0.33674075063245	0.745172886852818	0.933491255841701	-6.04334343455429
DCTN6	10671	dynactin subunit 6	0.113232423460485	9.58444532331394	0.68592803009553	0.512581590273903	0.846850298468608	-5.85901009284022
DCTPP1	79077	dCTP pyrophosphatase 1	-0.271645832385301	11.1798575694271	-2.14633898540282	0.0649266648024357	0.458340747874729	-4.18651888126065
DCUN1D1	54165	defective in cullin neddylation 1 domain containing 1	-0.0417620234064872	11.0496746304964	-0.233206021534183	0.821743116143218	0.959967571563913	-6.07455813498774
DCUN1D2	55208	defective in cullin neddylation 1 domain containing 2	0.0301708497692484	8.51180581106993	0.229180991080194	0.824609601001637	0.960812343772041	-6.07563212175832
DCUN1D3	123879	defective in cullin neddylation 1 domain containing 3	-0.106866854105058	9.75359798495995	-0.799207044401112	0.447767824976023	0.815505666571638	-5.77504237425713
DCUN1D4	23142	defective in cullin neddylation 1 domain containing 4	0.0196675410153191	10.4749229700721	0.191709455034446	0.852855039897336	0.96625085542705	-6.08404081006134
DCUN1D5	84259	defective in cullin neddylation 1 domain containing 5	0.288380216650216	9.12273275787668	2.10235087404914	0.0694867144141645	0.464300678254856	-4.24832631206677
DCXR	51181	dicarbonyl and L-xylulose reductase	-0.189479215358956	11.4378748365242	-1.4128506270404	0.196249262555893	0.635832941921112	-5.15586686385038
DDA1	NA	NA	0.0602509102272391	11.2169461260648	0.740013378260752	0.480920189361376	0.831614404404407	-5.8202969014715
DDAH1	23576	dimethylarginine dimethylaminohydrolase 1	-0.407418685795236	10.949647866085	-2.14297895131029	0.0668538117608148	0.461764011153257	-4.19970238096637
DDAH2	23564	DDAH family member 2, ADMA-independent	0.073485276132569	9.76418933786498	0.690146368896835	0.510065877429003	0.846227512598468	-5.85608312362761
DDB1	1642	damage specific DNA binding protein 1	-0.00760709493075228	11.1839674513371	-0.0724222634525095	0.944084265695706	0.986104850934995	-6.10089253816305
DDB2	1643	damage specific DNA binding protein 2	-0.211128555539988	8.77793897091743	-2.00511691344529	0.0807094104627765	0.486080048988907	-4.38387668615489
DDC	1644	dopa decarboxylase	0.0492010691978984	6.38511314584138	0.560882351569913	0.590585335945231	0.882936785002733	-5.93844158137955
DDHD1	80821	DDHD domain containing 1	0.122290848088989	9.41917556151092	1.22733284866766	0.255367771253318	0.69368947576616	-5.36821900935505
DDIT3	1649	DNA damage inducible transcript 3	1.9571693992093	10.5280436839295	11.6680035450016	3.20366481587148e-06	0.0317389381590672	4.02261874415246
DDIT4	54541	DNA damage inducible transcript 4	0.508846895904555	10.1803340443931	1.85696291074042	0.106258412348269	0.532379344805429	-4.59813250382
DDIT4L	115265	DNA damage inducible transcript 4 like	0.109167292852031	6.28193029235632	0.816595189312374	0.438331473882303	0.811105923077688	-5.76119092076152
DDN	NA	NA	-0.112082786047688	6.94009641779325	-1.15810391601934	0.280972742211713	0.712547344797803	-5.44248800570594
DDO	8528	D-aspartate oxidase	-0.00721430478828772	7.03833174272851	-0.0320742790376705	0.975282620010047	0.993609760104518	-6.10314770906621
DDOST	1650	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	-0.0177174327447376	9.4076948588619	-0.148654134706116	0.885589127440864	0.97481010396837	-6.09186987728945
DDR1	780	discoidin domain receptor tyrosine kinase 1	-0.274971868020262	10.862267566154	-1.86184786686914	0.100507835766047	0.524019233535432	-4.58025303693871
DDR2	4921	discoidin domain receptor tyrosine kinase 2	0.843013747314132	10.1400766676188	5.01591336840354	0.00110589507836633	0.185084022558554	-0.402216375421004
DDRGK1	65992	DDRGK domain containing 1	0.473227191019438	9.20354345454397	3.49759107117138	0.00840699523972985	0.304959322149626	-2.27636006688028
DDT	1652	D-dopachrome tautomerase	-0.00364057358976544	10.8967078254755	-0.0241325384291422	0.981351437889771	0.994774466750977	-6.10339236727856
DDTL	100037417	D-dopachrome tautomerase like	0.0893571736413716	10.6019808729525	0.770518038455488	0.463637825646637	0.822864429658102	-5.79734578884206
DDX1	1653	DEAD-box helicase 1	0.0236988520769741	10.884915668005	0.220458282399313	0.831162000425206	0.962240866150493	-6.0777215618843
DDX10	1662	DEAD-box helicase 10	0.142498050647496	8.32210556359956	1.36153134296111	0.211283108006196	0.652504364717496	-5.21641649419912
DDX11	1663	DEAD/H-box helicase 11	-0.496782341939407	9.03032565470606	-2.70178121595115	0.0275705623553786	0.360609893412989	-3.3932612515358
DDX17	NA	NA	-0.0340537517494443	11.9388015824598	-0.446648711674948	0.667241126407113	0.907021505438326	-5.99811275923353
DDX18	8886	DEAD-box helicase 18	0.0923822940977893	10.6612531369531	0.838643581959793	0.426564863817764	0.806014052025597	-5.74327035451765
DDX19B	11269	DEAD-box helicase 19B	0.296133424548521	9.49122851072195	2.32114467439192	0.0495557852431966	0.427827945638116	-3.93865613175687
DDX21	9188	DExD-box helicase 21	0.351322957409784	9.73678211387974	2.60147914730381	0.032156699560806	0.379388534203654	-3.53712635982931
DDX23	9416	DEAD-box helicase 23	-0.193128000793148	10.2785304861514	-1.81655696553507	0.107680972634606	0.535061470482949	-4.64132812861835
DDX24	57062	DEAD-box helicase 24	0.0121940945777014	11.1561383679123	0.110909638407593	0.914482239217932	0.981890399887913	-6.09711249377083
DDX25	29118	DEAD-box helicase 25	0.115687300352513	6.44456107707388	0.455320533533855	0.662944653979812	0.904717562254472	-5.99249816221606
DDX27	55661	DEAD-box helicase 27	0.198105784641485	9.00891030688884	1.85217646081908	0.102000299465085	0.527212432906609	-4.5933394295822
DDX28	55794	DEAD-box helicase 28	-0.101643680381549	6.91125370431083	-0.842037876775511	0.424773215376698	0.806014052025597	-5.74047642795718
DDX31	NA	NA	0.153617562190095	8.56372299459196	1.50099788481577	0.17261602584752	0.612406795234675	-5.04895784846711
DDX39A	10212	DExD-box helicase 39A	-0.0913603382970055	9.36770478040226	-0.576168153874624	0.580704259069199	0.878614978000569	-5.92950759996919
DDX39B	7919	DExD-box helicase 39B	-0.00264230958758289	12.3077715252602	-0.0241254630934126	0.98135690420093	0.994774466750977	-6.10339255039777
DDX3X	NA	NA	-0.000782240025405684	10.6981611120651	-0.00880090675238966	0.993198401628437	0.997985939065731	-6.10366317295402
DDX3Y	NA	NA	0.0531065414357838	5.58320319680175	0.638624716629711	0.541318697326393	0.861974531988333	-5.89074134331177
DDX41	51428	DEAD-box helicase 41	0.0140316171009442	10.9261202891683	0.148817830064912	0.885464183371639	0.97481010396837	-6.09184383695456
DDX42	11325	DEAD-box helicase 42	0.150096699475834	9.91191675739308	1.56351364574568	0.157433591302628	0.596548565255861	-4.97108403819884
DDX46	9879	DEAD-box helicase 46	-0.242200391100015	9.65583527762987	-2.09303162630178	0.0704924860284891	0.467932088450168	-4.26138473878803
DDX49	54555	DEAD-box helicase 49	0.197721745885549	9.08951933327258	1.79848768844054	0.110676241056499	0.538343118088734	-4.66554226767706
DDX5	NA	NA	-0.097393771356677	11.8807287139434	-1.27783707610691	0.237939784315835	0.676950508929482	-5.31225362010735
DDX52	11056	DExD-box helicase 52	0.103192021358778	10.55694741918	1.03648239555899	0.330968596575455	0.742530039625095	-5.56556892980474
DDX53	168400	DEAD-box helicase 53	-0.23386200130605	5.28103156786269	-1.87954727827991	0.0978303357320741	0.518515578539553	-4.55624376996732
DDX55	57696	DEAD-box helicase 55	0.118454571897761	8.54530741168585	1.06198403574545	0.319943039078886	0.738566827018108	-5.54058170081283
DDX59	NA	NA	0.108045780526711	6.91759635826512	1.35660803554001	0.212776718134578	0.654502201026777	-5.22215607101838
DDX6	1656	DEAD-box helicase 6	-0.15958396203971	11.2315770102111	-1.60283066035144	0.148516328228432	0.584023093408599	-4.92130468348773
DDX60	55601	DExD/H-box helicase 60	-0.342470405247591	7.86036295505666	-0.746923354882978	0.480113149215592	0.831371383102548	-5.81183338238637
DDX60L	91351	DExD/H-box 60 like	-0.443100272144707	7.61527742027062	-1.08349422889418	0.315476358134251	0.735839311415472	-5.51543180021666
DECR1	1666	2,4-dienoyl-CoA reductase 1	-0.30566364288604	10.1649192763356	-2.28349934899753	0.0525256513105349	0.433831653266891	-3.99228340803319
DEDD	9191	death effector domain containing	0.00564353805481928	10.8628515066433	0.0541241307790792	0.95819369910289	0.989486638494085	-6.10213381856973
DEDD2	162989	death effector domain containing 2	0.120482941687577	9.19566771781694	0.942289519715646	0.374245249021379	0.772577320052145	-5.65385288226881
DEF6	NA	NA	-0.0497024667238889	7.15848686965636	-0.571334218206821	0.583818955812645	0.879999311870601	-5.93235664810345
DEF8	NA	NA	0.16562359511045	8.35044545092621	1.61425782094251	0.14601256335265	0.580676792090638	-4.90672618278772
DEFA1B	728358	defensin alpha 1B	-0.00694381163981842	6.1268494986436	-0.0709369377020615	0.945228865233783	0.986173706937256	-6.10100666805575
DEFA4	1669	defensin alpha 4	0.17882118178346	6.0606893354399	1.94483346131647	0.0885331281992838	0.503289342580354	-4.467047452552
DEFA6	1671	defensin alpha 6	0.0707874856567214	6.02941130634536	0.586969518649334	0.573778442546277	0.876633922451406	-5.92306222524269
DEFB1	NA	NA	0.0219700884701352	4.70368906852268	0.180323854005713	0.86148457110702	0.969081215417688	-6.08630219978574
DEFB107A	NA	NA	0.133176998625174	4.60328696459788	1.64504670529118	0.139458148535997	0.572648864904782	-4.86720788720928
DEFB108B	245911	defensin beta 108B	0.0152581199624398	5.34852045789616	0.131858828428643	0.898426028847092	0.978464870289701	-6.09439012574983
DEFB109B	641517	defensin beta 109B	-0.0162226825005305	6.1559206824719	-0.107163788279078	0.917357851551732	0.982157367381564	-6.097549927372
DEFB110	NA	NA	0.263050901828618	3.73007224095461	1.74276758798208	0.121256594018489	0.552253161531183	-4.74088606188673
DEFB112	NA	NA	0.0724638246753586	3.71721057399315	0.993559487788158	0.350188390572906	0.758218827714292	-5.60659615644764
DEFB116	NA	NA	-0.00700171135481982	4.77719736443024	-0.0619918787522965	0.952124747388414	0.987519401396456	-6.10164404345034
DEFB118	NA	NA	-0.200223713266037	5.47810903844028	-2.28008286249623	0.0528038369248138	0.433831653266891	-3.99714462019756
DEFB121	245934	defensin beta 121	0.148885693783617	5.19146323501847	1.71707697349723	0.125172196968136	0.557654486821923	-4.77346828610845
DEFB123	245936	defensin beta 123	-0.0596084440742764	5.90613996987718	-0.545079168298742	0.600897860271562	0.885799707252428	-5.94744566810548
DEFB125	NA	NA	0.280647243884444	4.62172203707104	2.64517809597358	0.0300692454263578	0.3732120261171	-3.47442603958772
DEFB128	NA	NA	0.139050998729987	4.51936879588789	1.13023451148071	0.291856325573775	0.720419635989058	-5.47154898469942
DEFB129	NA	NA	-0.0844557193899596	4.55152690234649	-0.944971283054389	0.372957080351589	0.772083082784623	-5.6514293648936
DEFB130A	NA	NA	0.105590872180702	4.08146881733914	0.552280213554216	0.597324738455063	0.884940714582931	-5.9422366617957
DEFB131A	NA	NA	-0.236574771689569	4.57525467347307	-2.16504503744783	0.063078102391056	0.454552664256032	-4.16015541420323
DEFB132	400830	defensin beta 132	-0.122224646104798	7.08723810140191	-1.00805744653287	0.343603194206148	0.753383262292873	-5.59288514381722
DEFB133	NA	NA	-0.0699816855116467	3.16888714167615	-0.669785000799077	0.522280364118477	0.851825554306536	-5.87006489925896
DEFB134	613211	defensin beta 134	-0.176742294196782	5.12347103938202	-1.17446773540247	0.274858882078779	0.707041317294163	-5.42511700369898
DEFB4A	NA	NA	0.0460836531583858	5.62960937397795	0.555040655813766	0.594385987749431	0.884061779017218	-5.9417975694085
DEFT1P	170949	defensin theta 1, pseudogene	-0.0516564007414645	7.29018095956226	-0.526871327342134	0.612899692028999	0.89056317226334	-5.95752492418384
DEGS1	8560	delta 4-desaturase, sphingolipid 1	-0.0929569941222532	10.6172890409206	-0.761293385353245	0.468819859794521	0.826206736654784	-5.80436992033291
DEGS2	123099	delta 4-desaturase, sphingolipid 2	-0.0347115488152346	8.40719286483361	-0.329172791205946	0.750669641033788	0.934784748319159	-6.04600680173757
DEK	7913	DEK proto-oncogene	-0.222615331161797	10.8943593326729	-1.72311156315589	0.124039371845444	0.555548301198544	-4.76553737830566
DELE1	9812	DAP3 binding cell death enhancer 1	-0.0307200957323587	9.13788009729749	-0.237452260033536	0.818409850355911	0.958386326806725	-6.0735770031907
DENND10	404636	DENN domain containing 10	-0.00142541623490736	10.6655298186455	-0.0124290356476026	0.990394616488696	0.996907400932043	-6.1036218609551
DENND10P1	NA	NA	-0.00509291881040144	6.71061532937367	-0.0488074472201645	0.962296510034354	0.990156675216713	-6.10242723617208
DENND11	57189	DENN domain containing 11	-0.283398494916721	9.31551445654344	-2.52654893435851	0.0360873895373781	0.389902856914158	-3.64464918213641
DENND1A	57706	DENN domain containing 1A	0.127568183824241	9.07460215822662	1.19173877529284	0.268280599940845	0.70475304520023	-5.40676772699238
DENND1B	163486	DENN domain containing 1B	-0.129295879626895	8.45969554622971	-0.910683952114402	0.389675735976793	0.782848671745959	-5.68200452212799
DENND1C	79958	DENN domain containing 1C	-0.101774349179298	6.80240337694221	-0.654956842048445	0.531288320035323	0.857598185756006	-5.88001354207601
DENND2A	27147	DENN domain containing 2A	-0.44174188261027	9.2482646326353	-3.33796502770355	0.0106063777058828	0.311370989001948	-2.4950025942669
DENND2B	6764	DENN domain containing 2B	-0.227191137466604	8.91933698065749	-1.76867894105231	0.115790273691589	0.545184508149542	-4.70528779310191
DENND2C	NA	NA	-0.042253860754104	4.49917506283437	-0.514308778735205	0.621254047470609	0.892031427548788	-5.96429381018667
DENND2D	79961	DENN domain containing 2D	0.134067722957304	6.72003424652314	1.51479105925173	0.169157191440509	0.609170784922028	-5.03191630397166
DENND3	22898	DENN domain containing 3	0.139102614958911	6.69376229249739	0.986643752341382	0.353363312822428	0.759580215008523	-5.61308310013734
DENND4A	NA	NA	0.12832453074953	9.37354868151263	1.39654005611742	0.200922668734214	0.640166895441682	-5.17525170511163
DENND4B	9909	DENN domain containing 4B	0.0311201725782949	9.49654311616116	0.248206877497822	0.810369133333733	0.956227670057787	-6.07079759199191
DENND4C	NA	NA	-0.064798152078791	10.0036491385355	-0.675156994863844	0.519040311259448	0.850547132171755	-5.86641196549113
DENND5A	23258	DENN domain containing 5A	-0.000882949299872862	10.8116885585901	-0.00854923481712805	0.993392895644027	0.997985939065731	-6.10366551494311
DENND5B	160518	DENN domain containing 5B	0.0567395920899144	8.74089407989978	0.401615930480244	0.698720690061264	0.918042456923744	-6.01811668973169
DENND6A	201627	DENN domain containing 6A	-0.0865460638045431	9.89052693045401	-0.794821722387347	0.450169459394622	0.817096030048214	-5.77849618857026
DENND6B	NA	NA	-0.00642415767571607	8.01704676259779	-0.0715434177791442	0.944761492035818	0.986173706937256	-6.10096035245101
DEPDC1	55635	DEP domain containing 1	-0.951847155521444	8.59123749864951	-2.62899888110766	0.0348323851857882	0.38825427178968	-3.55752305711503
DEPDC1B	55789	DEP domain containing 1B	-0.94167170550139	8.73209853396968	-2.80702211933103	0.0270342560157884	0.359698036857551	-3.31725329982345
DEPDC4	120863	DEP domain containing 4	-0.428434002557091	5.93242692572207	-2.93152431155684	0.0194351965672167	0.339956657633314	-3.06511863518393
DEPDC5	9681	DEP domain containing 5, GATOR1 subcomplex subunit	-0.0463204685850386	8.22886107889292	-0.355847980682148	0.731364801101067	0.928793493890856	-6.03635817282289
DEPDC7	91614	DEP domain containing 7	-0.24131354576429	6.99515137127548	-1.45664448689656	0.184308418744416	0.626255180698059	-5.10320714902432
DEPP1	11067	DEPP autophagy regulator 1	0.161046282540763	7.0507529541407	0.832870637315083	0.430805694816045	0.807597434443562	-5.74677290074456
DEPTOR	64798	DEP domain containing MTOR interacting protein	-0.143879976870414	6.72339512661256	-1.20188700493379	0.264545116930179	0.700559696426956	-5.39585435714356
DERA	51071	deoxyribose-phosphate aldolase	-0.0799788449746409	9.05669198495369	-0.593191710455005	0.569810213343814	0.875959969596573	-5.91929981242552
DERL1	79139	derlin 1	0.182637616763017	11.5302239564682	1.67392416647769	0.133558298868186	0.566477723045858	-4.829837236864
DERL2	51009	derlin 2	0.214098081572965	10.6183326955751	2.0219406176796	0.0786485176893694	0.483269508536427	-4.36053999213837
DERL3	NA	NA	-0.016385385470212	7.53385370433624	-0.190921899188768	0.853451288808424	0.96625085542705	-6.08420164685297
DESI1	27351	desumoylating isopeptidase 1	0.127862324112335	10.6208319218817	0.995456369205375	0.349321363766829	0.758167450486425	-5.60481083735711
DET1	NA	NA	-0.0399676111285878	7.84621130955906	-0.307924451399729	0.766183289375779	0.939796386365404	-6.05316987694025
DEUP1	NA	NA	0.100171455746575	3.68469370010351	0.865926784975677	0.412313337670939	0.798292323155006	-5.72055089035644
DEXI	28955	Dexi homolog	0.0288522505847147	9.24703086396247	0.190920369234702	0.853452447216051	0.96625085542705	-6.08420195866627
DFFA	1676	DNA fragmentation factor subunit alpha	0.141607583845624	10.1536722348348	0.876292002923318	0.406988711950076	0.795152974440562	-5.71176384386513
DFFB	1677	DNA fragmentation factor subunit beta	-0.092717852940958	8.16794394057781	-0.769267445097001	0.464338106401014	0.822966448515117	-5.79830228180828
DGAT1	NA	NA	0.0129319721246709	9.58650660830959	0.139556454341788	0.892538403074795	0.977310270666218	-6.09327231110336
DGAT2	84649	diacylglycerol O-acyltransferase 2	0.212475365344246	7.93723984947206	1.93677714728015	0.0896326759062566	0.505494972965404	-4.47810582878755
DGCR5	NA	NA	0.0411436205420806	7.09730273776844	0.474367561853034	0.648203793335121	0.899894993261582	-5.98479951146837
DGCR6	8214	DiGeorge syndrome critical region gene 6	0.0980355251096655	8.1349128117277	0.92058001876702	0.384794886322368	0.779460714926307	-5.67327177549105
DGCR6L	85359	DiGeorge syndrome critical region gene 6 like	-0.0575677709373564	9.3978434579026	-0.543930584697745	0.601651180650377	0.886043875797379	-5.94809084019951
DGCR8	NA	NA	0.0201492363494161	8.88015659791541	0.212817388348856	0.836913388302963	0.963742752736165	-6.07948610498959
DGKA	NA	NA	-0.0811712109343332	9.39378022736301	-0.83282942671533	0.429646093617501	0.807087315592536	-5.74803444466652
DGKD	8527	diacylglycerol kinase delta	0.517480042578709	9.38078929720512	4.41571927369261	0.00236803493688022	0.230250441032504	-1.09548024891856
DGKE	8526	diacylglycerol kinase epsilon	0.111765644334338	6.65880041704049	0.902694660202585	0.393649016677927	0.78425435539185	-5.68899966988252
DGKG	1608	diacylglycerol kinase gamma	0.170400742227205	9.14703140994017	0.649530158649533	0.536238010331042	0.858830770591826	-5.88189600353504
DGKH	160851	diacylglycerol kinase eta	0.131284822641069	7.65922978878627	0.853844940430119	0.418582161291234	0.80159546804936	-5.73068540114172
DGKI	9162	diacylglycerol kinase iota	0.0530870065839344	7.86894816273597	0.264901659507957	0.798198080952326	0.951240743465729	-6.06608336877073
DGKK	139189	diacylglycerol kinase kappa	-0.150693033691061	5.96788962076799	-1.39051255406008	0.202674205063674	0.641370055697914	-5.18238249844541
DGKQ	NA	NA	0.0480893729184051	7.94295805994167	0.508624975579697	0.625053367916985	0.892733603914552	-5.96730635259258
DGKZ	8525	diacylglycerol kinase zeta	0.0602372751824083	8.42690403935908	0.588135489919658	0.573033642299588	0.876492607745375	-5.92235994061712
DGUOK	NA	NA	0.112054172917153	10.0236376221721	1.2088798416287	0.26199621990205	0.698891374302659	-5.38829820838792
DHCR24	1718	24-dehydrocholesterol reductase	-0.723032282747213	12.1928488510416	-2.56543725328226	0.038159284289854	0.396882987767888	-3.64377225646952
DHCR7	1717	7-dehydrocholesterol reductase	-0.255970036464314	10.3936125623505	-1.10373265491966	0.304910015235108	0.727612955026734	-5.49685727738464
DHFR2	200895	dihydrofolate reductase 2	-0.132075343913346	7.35649606012346	-1.09700234369084	0.305275649607913	0.728102675553584	-5.50554784879358
DHH	NA	NA	-0.118119344920945	7.07271261956185	-1.19139503296374	0.268407886813645	0.70475304520023	-5.40713629461312
DHRS1	115817	dehydrogenase/reductase 1	-0.0989563909195514	8.59409788675775	-0.686521557096872	0.512227156165818	0.846745674630341	-5.85859921841015
DHRS11	79154	dehydrogenase/reductase 11	0.27122812857421	9.50296973176337	2.96921470943532	0.0183599179488393	0.332680567400542	-3.01159273436708
DHRS12	79758	dehydrogenase/reductase 12	-0.00544695382502721	7.57146372262494	-0.0391049865318482	0.96978676664312	0.992314991760085	-6.10288460830312
