gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	entrez	ensgene	description	entrez_final
9845	275.9508143880089	-1.1958082400893433	0.21787718135699785	9.094119119428976e-9	1.6162616637735827e-7	NA	9845	NA	NA	9845
14751	30.541220996769184	-2.908651575336338	0.5631621558997648	9.186396591652966e-9	1.6282009478156502e-7	NA	14751	NA	NA	14751
7983	498.1457918496916	-1.9091471952200705	0.3688333549701952	9.264911736858297e-9	1.6406228144767908e-7	NA	7983	NA	NA	7983
2767	450.69315142860324	-1.7917595357097158	0.34128505009319926	1.0331833323835521e-8	1.8114216965330007e-7	GNA11	2767	ENSG00000088256	G protein subunit alpha 11	2767
11087	137.12156437436252	-1.689582415229007	0.31931644956925914	1.058863757566322e-8	1.8531067973019956e-7	NA	11087	NA	NA	11087
7778	509.1799336381542	-1.233642510116007	0.22726854769727706	1.0935236451047664e-8	1.908615574653261e-7	NA	7778	NA	NA	7778
9111	485.0970502277723	-2.065509694208109	0.3809001734234567	1.1942517713707681e-8	2.0714201178829339e-7	NMI	9111	ENSG00000123609	N-myc and STAT interactor	9111
14209	16.04100800626857	-3.7160529459674483	0.6931274323073815	1.2038913618440021e-8	2.0844243587941393e-7	NA	14209	NA	NA	14209
7788	281.36347770769817	-1.5764008258382134	0.29298603901908504	1.2163252695244284e-8	2.1022119067686415e-7	NA	7788	NA	NA	7788
14899	21.478112000556223	-2.3482987599426077	0.4416251593600812	1.2621094091776516e-8	2.177474398227507e-7	NA	14899	NA	NA	14899
14450	27.022937608494754	-2.7070531546925776	0.5134213510420598	1.2655635094518753e-8	2.1795691555259244e-7	NA	14450	NA	NA	14450
2912	1198.095047565874	-1.181345324369668	0.2163259948140088	1.2681764383640422e-8	2.1821380784264038e-7	GRM2	2912	ENSG00000164082	glutamate metabotropic receptor 2	2912
6555	956.0727431969526	-1.4360019843889897	0.266259609275771	1.2924369686495013e-8	2.2199572680395363e-7	SLC10A2	6555	ENSG00000125255	solute carrier family 10 member 2	6555
4393	648.5407140773113	-1.0323362042802087	0.18754446418668308	1.3125938980859954e-8	2.2486258671348198e-7	NA	4393	NA	NA	4393
10722	231.1502561109317	-1.668102687311122	0.3113181012452707	1.3396015779841815e-8	2.288848666299399e-7	NA	10722	NA	NA	10722
5522	825.1290646667215	-1.5434145756510262	0.2942364238462402	1.3814204746961855e-8	2.356163353029138e-7	PPP2R2C	5522	ENSG00000074211	protein phosphatase 2 regulatory subunit Bgamma	5522
6861	560.8541710638453	-1.3363011400474867	0.25110422171565905	1.6004938163707567e-8	2.70845305742533e-7	SYT5	6861	ENSG00000129990	synaptotagmin 5	6861
11283	159.4403545145231	-1.714144460008065	0.3303704829006876	1.628168679032728e-8	2.752892325165588e-7	CYP4F8	11283	ENSG00000186526	cytochrome P450 family 4 subfamily F member 8	11283
10095	222.12221971021248	-1.9690518716996819	0.3840872567077651	1.752632589835464e-8	2.947967401105269e-7	ARPC1B	10095	ENSG00000130429	actin related protein 2/3 complex subunit 1B	10095
11694	146.89218631739607	-1.7548866194588493	0.33021039477950037	1.8285635120101157e-8	3.07037743806979e-7	NA	11694	NA	NA	11694
2625	1570.9040191923768	-1.10098448478738	0.2042221737067696	1.8357748843201047e-8	3.079828881358065e-7	GATA3	2625	ENSG00000107485	GATA binding protein 3	2625
12506	48.66624558135983	-1.6202283343164385	0.3056874219649259	1.8916627849075663e-8	3.1681281804721303e-7	NA	12506	NA	NA	12506
13177	40.58361397357723	-1.9651197664182332	0.37835406095534085	1.9448864713898467e-8	3.254465659477025e-7	NA	13177	NA	NA	13177
3060	1206.653772750455	-1.7757838039483185	0.34768643451178644	2.0772372067205723e-8	3.4580935226680117e-7	HCRT	3060	ENSG00000161610	hypocretin neuropeptide precursor	3060
13222	42.59235151268082	-3.2690337842257122	0.6562030286438844	2.1808652482864805e-8	3.621315579940546e-7	NA	13222	NA	NA	13222
8717	95.89374577511722	-1.7857832174155488	0.34514771932970095	2.21715981227992e-8	3.6784439136214426e-7	TRADD	8717	ENSG00000102871	TNFRSF1A associated via death domain	8717
12602	70.50014958111804	-2.7030631253369104	0.531279711063383	2.259505459621692e-8	3.7455056004853287e-7	NA	12602	NA	NA	12602
4899	1069.9502919886486	-1.2702962902734605	0.24146929056707045	2.3252734404048124e-8	3.841438575867407e-7	NRF1	4899	ENSG00000106459	nuclear respiratory factor 1	4899
1385	1246.956036364088	-1.6676216360922567	0.3228070468046699	2.327953522096831e-8	3.842604197924209e-7	CREB1	1385	ENSG00000118260	cAMP responsive element binding protein 1	1385
2733	213.83809856233262	-2.8375520733068056	0.5350028232878086	2.3530047346440563e-8	3.879653854440543e-7	GLE1	2733	ENSG00000119392	GLE1 RNA export mediator	2733
3957	1176.1867714016682	-2.364712579269137	0.4464405397928806	2.3543863121598486e-8	3.879653854440543e-7	LGALS2	3957	ENSG00000100079	galectin 2	3957
9826	109.0706833028712	-2.2349511269289337	0.43249036981790545	2.403360248525714e-8	3.946986818275014e-7	ARHGEF11	9826	ENSG00000132694	Rho guanine nucleotide exchange factor 11	9826
8025	269.8499922602809	-1.5148591188399192	0.2857078964147984	2.432366114172864e-8	3.9912543800942755e-7	NA	8025	NA	NA	8025
9828	221.50471646288426	-1.0544614915856103	0.1963592194653868	2.4374290916218284e-8	3.9961927171063526e-7	ARHGEF17	9828	ENSG00000110237	Rho guanine nucleotide exchange factor 17	9828
6776	386.9938552844751	-1.4592079274611685	0.2807365052286342	2.4436684488449074e-8	4.0030498049638674e-7	STAT5A	6776	ENSG00000126561	signal transducer and activator of transcription 5A	6776
12098	45.68362346210563	-1.5402137211515996	0.29261396602792933	2.453132008554436e-8	4.0151725835557513e-7	NA	12098	NA	NA	12098
6330	935.5206595687544	-1.3689388813454668	0.2611647615980699	2.4683851979872046e-8	4.036743221683108e-7	SCN4B	6330	ENSG00000177098	sodium voltage-gated channel beta subunit 4	6330
10761	128.28458801071235	-1.5196425521145864	0.2926006367860615	2.488931790938694e-8	4.0669270850930246e-7	PLAC1	10761	ENSG00000170965	placenta enriched 1	10761
14081	38.06192555879242	-2.3873968206150056	0.46697565382106077	2.54704443684816e-8	4.147952450669627e-7	NA	14081	NA	NA	14081
11210	44.72277442948545	-1.5865054440354573	0.302132691466561	2.584732895116601e-8	4.205809939119078e-7	NA	11210	NA	NA	11210
12626	83.0812023403416	-1.4498154416386317	0.2751899132161155	2.5876314270445004e-8	4.2070087887813717e-7	NA	12626	NA	NA	12626
7715	480.0945421328814	-1.0230660910093734	0.1907189510521622	2.6909223937030484e-8	4.364003391987919e-7	NA	7715	NA	NA	7715
14378	36.274630731005246	-3.0101400029047465	0.6004175000271665	2.6977658791669033e-8	4.371458932095512e-7	NA	14378	NA	NA	14378
10804	222.89830987016063	-2.7811993928104193	0.5270663155342884	2.711424469884344e-8	4.3899360739117485e-7	GJB6	10804	ENSG00000121742	gap junction protein beta 6	10804
8395	205.2669840314876	-1.0580639714843227	0.19750541943612232	2.721042159604042e-8	4.401845508566439e-7	PIP5K1B	8395	ENSG00000107242	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	8395
5372	901.7567341896288	-1.8529987260596192	0.351075273845054	2.73339682654408e-8	4.41815910642644e-7	PMM1	5372	ENSG00000100417	phosphomannomutase 1	5372
8480	354.1152904682656	-1.390539344920949	0.2682320043177092	2.8412951279899138e-8	4.5735686092482806e-7	RAE1	8480	ENSG00000101146	ribonucleic acid export 1	8480
7327	367.2552073828849	-3.6465336986143257	0.6879483414839089	2.8757813323708082e-8	4.6214352195927577e-7	UBE2G2	7327	ENSG00000184787	ubiquitin conjugating enzyme E2 G2	7327
13723	44.74723034468855	-2.9559698219447967	0.5970716557806715	3.05969634324423e-8	4.892748606070333e-7	NA	13723	NA	NA	13723
5042	684.0538467479039	-1.6043074696015145	0.31725193577148	3.116999005745426e-8	4.976203252732711e-7	PABPC3	5042	ENSG00000151846	poly(A) binding protein cytoplasmic 3	5042
3834	681.4905314260216	-1.3730029773043062	0.26562324870046855	3.137614963517761e-8	5.000911122442191e-7	KIF25	3834	ENSG00000125337	kinesin family member 25	3834
12370	82.50055931307445	-1.2414671379271016	0.23472329044413864	3.137359613037793e-8	5.000911122442191e-7	NA	12370	NA	NA	12370
8932	233.18272460297206	-1.4901579383314787	0.2882114957266023	3.248052506678131e-8	5.160028557752091e-7	MBD2	8932	ENSG00000134046	methyl-CpG binding domain protein 2	8932
11664	45.52475195816329	-1.5994193060593147	0.3077797173627006	3.3232755271066936e-8	5.262348660132088e-7	NA	11664	NA	NA	11664
10898	128.8845890932932	-1.2026243163257224	0.22819052116803956	3.3647843446618726e-8	5.321219720716337e-7	CPSF4	10898	ENSG00000160917	cleavage and polyadenylation specific factor 4	10898
11334	85.72927748174861	-1.7167998625565444	0.33139666857466676	3.403718954197039e-8	5.376605078541281e-7	TUSC2	11334	ENSG00000114383	tumor suppressor 2, mitochondrial calcium regulator	11334
4145	816.2974524139005	-1.288039459301458	0.24849569538008398	3.4065576427504867e-8	5.376724921781607e-7	MATK	4145	ENSG00000007264	megakaryocyte-associated tyrosine kinase	4145
11049	155.13686824274077	-1.4559448747677997	0.28266563929109356	3.62443951587553e-8	5.706732800845768e-7	NUS1P3	11049	NA	NUS1 pseudogene 3	11049
12813	26.925958098579237	-2.1238363289779416	0.41480380842257114	3.693287455064884e-8	5.801110983176386e-7	NA	12813	NA	NA	12813
9225	284.60549257511633	-1.4549163912619199	0.2838502680708032	3.745828176751065e-8	5.869368932991343e-7	NA	9225	NA	NA	9225
8067	440.7365625919131	-1.7003373780284832	0.3413146829486445	3.982351331555297e-8	6.205007146789243e-7	NA	8067	NA	NA	8067
12763	79.22826599958218	-1.2863187044418367	0.2463334663954274	4.034556282254864e-8	6.276298945560505e-7	NA	12763	NA	NA	12763
11457	77.79853951595989	-2.3403708050540395	0.49128729056878667	4.066879316681301e-8	6.31648351013047e-7	NA	11457	NA	NA	11457
16636	13.255363400126349	-4.675246638845643	0.9829576547757912	4.083582422365308e-8	6.337368223417166e-7	NA	16636	NA	NA	16636
14828	25.50711297772152	-2.165602197976949	0.4248338099770127	4.152121924254702e-8	6.428356783446362e-7	NA	14828	NA	NA	14828
11199	150.33761788166314	-2.3705552571700212	0.45687903328741175	4.16283705700218e-8	6.439822890804406e-7	ANXA10	11199	ENSG00000109511	annexin A10	11199
10027	130.95810184699826	-1.2521648349277081	0.24004585527598257	4.278335652434052e-8	6.587079915507839e-7	NA	10027	NA	NA	10027
7459	55.148002162309254	-1.7022244120231302	0.3320864250822303	4.314386166248382e-8	6.637333532123302e-7	WBSCR2	7459	NA	Williams-Beuren syndrome chromosome region 2	7459
13889	47.03984492995212	-4.101819062634822	0.7906752974333807	4.376624961186323e-8	6.722454488527785e-7	NA	13889	NA	NA	13889
5746	880.4245288165974	-1.7461566257606111	0.3555778519093053	4.4080445921576394e-8	6.765375063720806e-7	PTH2R	5746	ENSG00000144407	parathyroid hormone 2 receptor	5746
7371	291.8721975639891	-1.5350344405123848	0.2986323855446681	4.419399524909535e-8	6.777457380162684e-7	UCK2	7371	ENSG00000143179	uridine-cytidine kinase 2	7371
6460	654.295505875703	-1.0539453158802181	0.20170370665260898	4.609794161826389e-8	7.036172877121832e-7	NA	6460	NA	NA	6460
8347	322.70061400694675	-1.3021392788357804	0.25394847962797323	4.6680797920619865e-8	7.111543038128808e-7	H2BC4	8347	ENSG00000180596	H2B clustered histone 4	8347
13838	42.66356051284467	-2.31057320842332	0.464376918432876	4.673790424832611e-8	7.111543038128808e-7	NA	13838	NA	NA	13838
9781	65.95904760406154	-1.695773938625274	0.3311031085854396	4.763752835695525e-8	7.231465985606133e-7	RNF144A	9781	ENSG00000151692	ring finger protein 144A	9781
10039	205.24285480540755	-1.9513284546498886	0.40277435489548724	5.4122755891535594e-8	8.127183274731283e-7	PARP3	10039	ENSG00000041880	poly(ADP-ribose) polymerase family member 3	10039
15540	12.311032594509145	-5.038101289465352	1.1177742286186052	5.475985584245501e-8	8.216511600231434e-7	NA	15540	NA	NA	15540
11445	55.377116611128535	-2.1806192101695667	0.4375201434399303	5.553835829571208e-8	8.326902856647556e-7	NA	11445	NA	NA	11445
8064	353.0191678024726	-1.558844727108213	0.31353366985860714	5.638278399504217e-8	8.440502764057813e-7	NA	8064	NA	NA	8064
8893	172.33008329170855	-1.1153274673794058	0.21443212126067532	5.821430727057369e-8	8.681292212970381e-7	EIF2B5	8893	ENSG00000145191	eukaryotic translation initiation factor 2B subunit epsilon	8893
9797	234.51544371600724	-2.3808885777240736	0.46459376053339346	5.8832004109018006e-8	8.766689371865233e-7	TATDN2	9797	ENSG00000157014	TatD DNase domain containing 2	9797
12743	38.67208956952378	-2.0529507778334133	0.41257150011600857	5.93009748493166e-8	8.823060179988917e-7	NA	12743	NA	NA	12743
10778	169.12404671226633	-1.3602562004863978	0.2665503229639018	5.978823694583e-8	8.88876149123604e-7	ZNF271P	10778	ENSG00000257267	zinc finger protein 271, pseudogene	10778
9074	280.4685082943348	-1.9946345027905723	0.41752063288562036	6.074292557345837e-8	9.013104917579809e-7	CLDN6	9074	ENSG00000184697	claudin 6	9074
11517	92.0343142233134	-1.3900550357509527	0.2732847187994769	6.080985949736544e-8	9.013104917579809e-7	NA	11517	NA	NA	11517
9606	395.6687766429274	-2.574591130857202	0.5029415005340441	6.196047659653619e-8	9.176657800952746e-7	NA	9606	NA	NA	9606
9765	81.88145062932406	-1.4946353474515153	0.2948427673216693	6.602478804612805e-8	9.734154546709833e-7	ZFYVE16	9765	ENSG00000039319	zinc finger FYVE-type containing 16	9765
13175	60.06092927737962	-1.466389998554811	0.2882063095205131	6.622733439052488e-8	9.756624940000035e-7	NA	13175	NA	NA	13175
8901	161.16505387165137	-2.186297013346155	0.4585468798270553	6.945722571971648e-8	1.019386930415839e-6	NA	8901	NA	NA	8901
5860	685.6575508326968	-1.083348438879831	0.2112030277971892	7.160844410763777e-8	1.0484878970792853e-6	QDPR	5860	ENSG00000151552	quinoid dihydropteridine reductase	5860
7021	168.01935681423683	-1.4142732670164848	0.2778535819171754	7.170982149758038e-8	1.04849349073209e-6	TFAP2B	7021	ENSG00000008196	transcription factor AP-2 beta	7021
889	4717.151164178492	-2.9191026369608437	0.572564295962205	7.220542971743676e-8	1.054947348146424e-6	KRIT1	889	ENSG00000001631	KRIT1 ankyrin repeat containing	889
13039	53.728825507739685	-2.789137512952751	0.5879740393756018	7.32927446352166e-8	1.0692279635276987e-6	NA	13039	NA	NA	13039
12616	47.32384576092596	-1.864925204004138	0.37969368964804695	7.462545989422611e-8	1.0870404753005496e-6	NA	12616	NA	NA	12616
7003	317.5411892156124	-1.0253237825817267	0.19855576575986153	7.551110322539284e-8	1.0974769080428454e-6	TEAD1	7003	ENSG00000187079	TEA domain transcription factor 1	7003
5307	307.20585372323376	-1.3049072688922478	0.25844073802986595	7.732310636605495e-8	1.1229738604401458e-6	PITX1	5307	ENSG00000069011	paired like homeodomain 1	5307
13424	32.979193393503735	-2.3864747282588046	0.48235195472651365	7.771590226520928e-8	1.1278368187794465e-6	NA	13424	NA	NA	13424
13741	20.14520086160405	-2.98381680953824	0.6056829061092753	8.000724809778211e-8	1.15763647229066e-6	NA	13741	NA	NA	13741
12767	27.693668329413143	-3.868804482928775	0.7885691611705877	8.075071462377964e-8	1.1643013265177694e-6	NA	12767	NA	NA	12767
13417	19.644417790231547	-3.7099266406318936	0.7546781759174438	8.093551524046203e-8	1.1658668113209708e-6	NA	13417	NA	NA	13417
9787	223.33133585778742	-1.941170409454752	0.4114751868798309	8.124784323513039e-8	1.1695002050287519e-6	DLGAP5	9787	ENSG00000126787	DLG associated protein 5	9787
7462	235.2581060396668	-2.0361275930410545	0.43323248569696704	8.146533423509495e-8	1.1717641312262992e-6	LAT2	7462	ENSG00000086730	linker for activation of T cells family member 2	7462
11396	162.78106506060732	-1.7200266643452309	0.34515357248860984	8.312546161739957e-8	1.1947596813413686e-6	NA	11396	NA	NA	11396
12080	115.90407320510008	-1.7112207602254947	0.3399524345021299	8.319720567996626e-8	1.1949083540500542e-6	NA	12080	NA	NA	12080
12978	57.36253712802902	-2.4336732018868314	0.49468902236847584	8.366167129846315e-8	1.1989247313250304e-6	NA	12978	NA	NA	12978
11718	88.02417693218595	-1.392251467624985	0.27657100411598085	8.655860265737451e-8	1.236796597881913e-6	NA	11718	NA	NA	11718
11619	146.15977521963774	-1.6373557834582788	0.3362092380519375	8.702449708803627e-8	1.2416303063271802e-6	NA	11619	NA	NA	11619
5720	1051.0196828484397	-1.090667282941237	0.21379389586649053	8.83158701304826e-8	1.257289794154588e-6	PSME1	5720	ENSG00000092010	proteasome activator subunit 1	5720
9206	259.97113901315396	-1.7892868521031065	0.3743581694349851	8.85581717630147e-8	1.2598176759356938e-6	RAD17P2	9206	NA	RAD17 pseudogene 2	9206
9702	231.73726982628705	-1.7008409458393545	0.34749549638433924	9.070384764883631e-8	1.2893992542688118e-6	CEP57	9702	ENSG00000166037	centrosomal protein 57	9702
12730	51.81214594607712	-1.7519377814756407	0.3540533962831127	9.409463953753302e-8	1.3327334643667615e-6	NA	12730	NA	NA	12730
10699	113.56299521316829	-1.203995474021918	0.23717582382938954	9.697043185596454e-8	1.370473183986148e-6	CORIN	10699	ENSG00000145244	corin, serine peptidase	10699
4573	590.3625115346399	-1.224624731075022	0.24351529104139605	9.871078823471492e-8	1.3930461565161617e-6	TRNR	4573	NA	tRNA-Arg	4573
10611	153.91349859115346	-1.7589540946511717	0.3663952007531434	1.0005268522056912e-7	1.409938672757057e-6	PDLIM5	10611	ENSG00000163110	PDZ and LIM domain 5	10611
1718	2072.5122786214056	-1.1988480590928667	0.23928434062213488	1.06482646519814e-7	1.4962157284636104e-6	DHCR24	1718	ENSG00000116133	24-dehydrocholesterol reductase	1718
2889	1523.841370332052	-1.100321475244772	0.21741159459817533	1.0843384882481676e-7	1.5225332842566805e-6	RAPGEF1	2889	ENSG00000107263	Rap guanine nucleotide exchange factor 1	2889
13809	30.730764773828355	-3.3142821814431715	0.6951373102563622	1.1093600868376283e-7	1.5531839316508693e-6	NA	13809	NA	NA	13809
1265	2413.152933859232	-1.213628515265235	0.24527917690790715	1.1312157541065178e-7	1.5826448447639788e-6	CNN2	1265	ENSG00000064666	calponin 2	1265
10695	122.1056250735684	-1.2837343232362781	0.25730935583133635	1.2421220148491852e-7	1.721719126138176e-6	CNPY3	10695	ENSG00000137161	canopy FGF signaling regulator 3	10695
12658	55.57285929465773	-1.4297260846838689	0.28734837756922843	1.2700557836410685e-7	1.7541913133739413e-6	NA	12658	NA	NA	12658
16023	19.715781353923212	-2.4076013062722827	0.49350752867873	1.2737604481325877e-7	1.7580604312842758e-6	NA	16023	NA	NA	16023
1785	1736.1292412644484	-1.0251970698671484	0.20364665239148821	1.2925680983551428e-7	1.7802312641252254e-6	DNM2	1785	ENSG00000079805	dynamin 2	1785
10834	122.44292462317836	-1.905930914265134	0.3906467443367293	1.2945944418411652e-7	1.7817611338522572e-6	NPM1P13	10834	NA	nucleophosmin 1 pseudogene 13	10834
8596	240.45201953981982	-1.5099207704941908	0.3108187814279404	1.2984435653808705e-7	1.7857957756803618e-6	OR4A1P	8596	ENSG00000254408	olfactory receptor family 4 subfamily A member 1 pseudogene	8596
1926	1838.5616550570799	-1.2154785090491027	0.24561763012098425	1.3903347954661785e-7	1.9041031284002324e-6	NA	1926	NA	NA	1926
9731	230.8810198889497	-1.4017827983060462	0.2867682827404594	1.391761256035901e-7	1.9047163012457574e-6	CEP104	9731	ENSG00000116198	centrosomal protein 104	9731
11421	51.27142393642523	-1.6340454461431695	0.33411196858040876	1.403528676399309e-7	1.91947094669058e-6	NA	11421	NA	NA	11421
6971	716.139900403757	-1.6795319077727386	0.33784435948274266	1.4893084213928396e-7	2.0296520440284352e-6	TRGJP1	6971	ENSG00000211692	T cell receptor gamma joining P1	6971
9113	259.92165201196747	-1.6194610554780275	0.3410321574579236	1.5386276097167759e-7	2.0880914862411556e-6	LATS1	9113	ENSG00000131023	large tumor suppressor kinase 1	9113
12784	31.035104556129514	-2.313657493176884	0.49348087072369684	1.5566126450878e-7	2.106622996248517e-6	NA	12784	NA	NA	12784
11800	66.12407445540924	-2.087456219278096	0.4484198163196567	1.615927010727011e-7	2.1808290954062668e-6	NA	11800	NA	NA	11800
13396	51.55443612247337	-2.142953412641841	0.45807516131263076	1.618124445140943e-7	2.182281346284677e-6	NA	13396	NA	NA	13396
52	43279.40251219545	-1.3635172329540053	0.27755374075845635	1.6294825627606332e-7	2.196077572983704e-6	ACP1	52	ENSG00000143727	acid phosphatase 1	52
5296	675.1471832907883	-1.5276589992728695	0.32122715025733983	1.634623410843435e-7	2.1999589348841e-6	PIK3R2	5296	ENSG00000105647	phosphoinositide-3-kinase regulatory subunit 2	5296
6454	453.0629740391366	-1.1484845550538487	0.23241187886132902	1.6825166851362792e-7	2.2597278957513544e-6	NA	6454	NA	NA	6454
7949	323.471617375211	-2.4128318271661335	0.5693424336699674	1.684632188425266e-7	2.2610087599271794e-6	NA	7949	NA	NA	7949
6670	880.0624690089858	-1.5714277834060277	0.3227610808699941	1.693501640540538e-7	2.27134634228528e-6	SP3	6670	ENSG00000172845	Sp3 transcription factor	6670
9106	283.5521319423306	-1.2907234646042884	0.2620162251508014	1.709125289058268e-7	2.289145715785475e-6	NA	9106	NA	NA	9106
4506	747.8163531390286	-1.3998108885275644	0.28732831621180766	1.805613706554011e-7	2.408433745253435e-6	NA	4506	NA	NA	4506
11165	188.89750255844174	-1.601827460162328	0.3367312521182353	1.8116506816492084e-7	2.4117839247415516e-6	NUDT3	11165	ENSG00000272325	nudix hydrolase 3	11165
14225	29.40115956903035	-2.1183335440158633	0.44210617261634116	1.8687039802063668e-7	2.482378713910997e-6	NA	14225	NA	NA	14225
3001	436.5826731190406	-1.4211918614481622	0.29664013731565775	1.8706346716687903e-7	2.483248386449272e-6	GZMA	3001	ENSG00000145649	granzyme A	3001
10681	175.26661509631973	-1.088622517232009	0.21940180265460185	2.011899079501259e-7	2.6616973478024473e-6	GNB5	10681	ENSG00000069966	G protein subunit beta 5	10681
9110	74.78881560975354	-2.4287054086125237	0.5143631155778646	2.0137402385120455e-7	2.6623232867991115e-6	MTMR4	9110	ENSG00000108389	myotubularin related protein 4	9110
2067	1983.5840100750165	-1.1000449520409048	0.22380002918812222	2.0448033094726132e-7	2.6997230125947436e-6	ERCC1	2067	ENSG00000012061	ERCC excision repair 1, endonuclease non-catalytic subunit	2067
9984	291.85128930403727	-2.946585116749632	0.6402925643954094	2.0470162461053684e-7	2.7008124179970557e-6	THOC1	9984	ENSG00000079134	THO complex subunit 1	9984
10727	101.57943020386962	-1.7644751790740036	0.37102661919038676	2.0944836222917032e-7	2.7615681418305445e-6	NA	10727	NA	NA	10727
10642	245.77435698687592	-2.745732137408325	0.5625976481673362	2.141062715573612e-7	2.8191624836115065e-6	IGF2BP1	10642	ENSG00000159217	insulin like growth factor 2 mRNA binding protein 1	10642
3585	1362.5584625104505	-1.0840864938446406	0.21916202283085734	2.1508410610639873e-7	2.8301229134121876e-6	NA	3585	NA	NA	3585
10688	39.06675660707167	-1.9027244829087766	0.40250790317885005	2.2212372910319911e-7	2.910942688267581e-6	CRSP5	10688	NA	cofactor required for Sp1 transcriptional activation subunit 5	10688
10752	185.2068327393204	-1.0209803688115342	0.2056578242327207	2.3657369933290034e-7	3.089906552159445e-6	CHL1	10752	ENSG00000134121	cell adhesion molecule L1 like	10752
14810	19.161502837423356	-2.721904063427634	0.5766758235540067	2.4734610220967707e-7	3.217335847229966e-6	NA	14810	NA	NA	14810
16136	13.441804742863498	-3.980197592970157	0.88720876560733	2.4765269509020547e-7	3.217335847229966e-6	NA	16136	NA	NA	16136
7218	375.7090582158643	-1.6795524375879627	0.3637341489140526	2.4873303078933164e-7	3.227062341460789e-6	TRP-AGG2-6	7218	NA	tRNA-Pro (anticodon AGG) 2-6	7218
7409	735.0250457392807	-1.584598172718394	0.3425743327861167	2.587720401174538e-7	3.3483794366527714e-6	VAV1	7409	ENSG00000141968	vav guanine nucleotide exchange factor 1	7409
8231	389.0854816183031	-2.0792531398150325	0.44355474559268876	2.6288999721628953e-7	3.3948919945761186e-6	CND	8231	NA	Corneal dermoids	8231
9048	322.76330654529914	-2.189561583046481	0.5049868670077938	2.757277282666054e-7	3.5489003437806926e-6	ARTN	9048	ENSG00000117407	artemin	9048
10868	126.15944250995292	-1.2565676716733247	0.2597266651160279	2.805654704114044e-7	3.6063967104863545e-6	USP20	10868	ENSG00000136878	ubiquitin specific peptidase 20	10868
3266	1507.8093508146676	-1.1313610395020344	0.23443050910930985	2.8653270433243335e-7	3.6782407381355443e-6	ERAS	3266	ENSG00000187682	ES cell expressed Ras	3266
7871	513.1025235897129	-1.6368966884921619	0.3378897685225337	2.8986039383439217e-7	3.7160560766871582e-6	SLMAP	7871	ENSG00000163681	sarcolemma associated protein	7871
6393	622.3360262633576	-1.9707449211564223	0.448627952614424	2.980620359108503e-7	3.816174526882275e-6	NA	6393	NA	NA	6393
12588	93.1853112617573	-2.162244963618592	0.4507110906945821	3.1251990347158757e-7	3.975130615333703e-6	NA	12588	NA	NA	12588
12013	79.82182400367991	-2.7661579084265644	0.5768966884396329	3.180441845708759e-7	4.0374806757559136e-6	NA	12013	NA	NA	12013
8342	246.4857987105283	-1.606185810233838	0.3492212238327935	3.231084356098804e-7	4.096425580067676e-6	H2BC14	8342	ENSG00000273703	H2B clustered histone 14	8342
10604	210.41781779191496	-1.5144067732462407	0.3175629136878468	3.266214226761206e-7	4.132886545318585e-6	NA	10604	NA	NA	10604
9003	323.60512111531057	-1.7531763263972662	0.3860380739907888	3.271260884141075e-7	4.136582720355391e-6	NA	9003	NA	NA	9003
9678	161.50588135635863	-1.2244317346322813	0.2553934899554797	3.3795156354847944e-7	4.267053759420006e-6	PHF14	9678	ENSG00000106443	PHD finger protein 14	9678
17073	12.505018625323729	-5.0228799937508635	1.0993184920507837	3.617490876163103e-7	4.539006443649913e-6	NA	17073	NA	NA	17073
13513	27.875952283178215	-2.54939205457329	0.5559036752469259	3.731536280025619e-7	4.673064835622817e-6	NA	13513	NA	NA	13513
12161	73.18845336431363	-2.634435418471174	0.5539848417398994	3.8176896670970605e-7	4.768681554003588e-6	NA	12161	NA	NA	12161
9675	195.7945909084336	-2.2789487948424836	0.5451510025866321	3.8201876440105797e-7	4.768740971141109e-6	TTI1	9675	ENSG00000101407	TELO2 interacting protein 1	9675
13080	73.82648965386895	-4.446619117837439	0.9259939114752521	3.8366299900828087e-7	4.786195912628304e-6	NA	13080	NA	NA	13080
5388	832.1791519778398	-1.1948303741799646	0.25198106296135336	3.8823771921035425e-7	4.837064182812231e-6	NA	5388	NA	NA	5388
9376	227.48991451542892	-1.4181372875720837	0.30388216897869863	3.901313896806121e-7	4.855337684062569e-6	SLC22A8	9376	ENSG00000149452	solute carrier family 22 member 8	9376
5940	904.2056252146436	-1.217218194155971	0.2572738819683068	3.9982009798200926e-7	4.963402919117989e-6	RBMY1A1	5940	ENSG00000234414	RNA binding motif protein Y-linked family 1 member A1	5940
11163	58.608128131065634	-1.4264229608945984	0.30011504212254264	4.0310844715624724e-7	4.996747445928489e-6	NUDT4	11163	ENSG00000173598	nudix hydrolase 4	11163
3104	1285.2175208706594	-1.0369965770143954	0.21562547136901572	4.0782639007642307e-7	5.042382069426474e-6	ZBTB48	3104	ENSG00000204859	zinc finger and BTB domain containing 48	3104
1974	1993.788882205578	-1.1946444341024058	0.253682786483101	4.099410353501811e-7	5.062095487912357e-6	EIF4A2	1974	ENSG00000156976	eukaryotic translation initiation factor 4A2	1974
