ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000205765	RIMOC1	285636	RAB7A interacting MON1-CCZ1 complex subunit 1
ENSG00000205795	CYS1	192668	cystin 1
ENSG00000205808	PLPP6	403313	phospholipid phosphatase 6
ENSG00000205871	RPS3AP47	146053	RPS3A pseudogene 47
ENSG00000205885	C1RL-AS1	283314	C1RL antisense RNA 1
ENSG00000205903	ZNF316	100131017	zinc finger protein 316
ENSG00000205913	SRRM2-AS1	100128788	SRRM2 antisense RNA 1
ENSG00000205918	PDPK2P	653650	3-phosphoinositide dependent protein kinase 2, pseudogene
ENSG00000205923	CEMP1	752014	cementum protein 1
ENSG00000205937	RNPS1	10921	RNA binding protein with serine rich domain 1
ENSG00000205981	DNAJC19	131118	DnaJ heat shock protein family (Hsp40) member C19
ENSG00000206053	JPT2	90861	Jupiter microtubule associated homolog 2
ENSG00000206077	ZDHHC11B	653082	zinc finger DHHC-type containing 11B
ENSG00000206127	GOLGA8O	728047	golgin A8 family member O
ENSG00000206190	ATP10A	57194	ATPase phospholipid transporting 10A (putative)
ENSG00000206195	DUXAP8	503637	double homeobox A pseudogene 8
ENSG00000206418	RAB12	201475	RAB12, member RAS oncogene family
ENSG00000206503	HLA-A	3105	major histocompatibility complex, class I, A
ENSG00000206527	HACD2	201562	3-hydroxyacyl-CoA dehydratase 2
ENSG00000206538	VGLL3	389136	vestigial like family member 3
ENSG00000206560	ANKRD28	23243	ankyrin repeat domain 28
ENSG00000206562	METTL6	131965	methyltransferase 6, tRNA N3-cytidine
ENSG00000206573	THUMPD3-AS1	440944	THUMPD3 antisense RNA 1
ENSG00000206585	RNVU1-7	26864	RNA, variant U1 small nuclear 7
ENSG00000206588	RNU1-28P	26866	RNA, U1 small nuclear 28, pseudogene
ENSG00000206596	RNU1-27P	26865	RNA, U1 small nuclear 27, pseudogene
ENSG00000206597	SNORA57	692158	small nucleolar RNA, H/ACA box 57
ENSG00000206612	SNORA2A	677793	small nucleolar RNA, H/ACA box 2A
ENSG00000206625	RNU6-1	26827	RNA, U6 small nuclear 1
ENSG00000206634	SNORA22	677807	small nucleolar RNA, H/ACA box 22
ENSG00000206652	RNU1-1	26871	RNA, U1 small nuclear 1
ENSG00000206712	RNU6-26P	100873741	RNA, U6 small nuclear 26, pseudogene
ENSG00000206737	RNVU1-18	26863	RNA, variant U1 small nuclear 18
ENSG00000206760	SNORA6	574040	small nucleolar RNA, H/ACA box 6
ENSG00000206811	SNORA10	574042	small nucleolar RNA, H/ACA box 10
ENSG00000206838	SNORA5A	654319	small nucleolar RNA, H/ACA box 5A
ENSG00000206870	RNU6-398P	106479742	RNA, U6 small nuclear 398, pseudogene
ENSG00000206885	SNORA75	654321	small nucleolar RNA, H/ACA box 75
ENSG00000206892	RNU6-42P	100302742	RNA, U6 small nuclear 42, pseudogene
ENSG00000206899	RNU6-36P	100873757	RNA, U6 small nuclear 36, pseudogene
ENSG00000206910	SNORA29	677812	small nucleolar RNA, H/ACA box 29
ENSG00000206913	LOC124902824	124902824	small nucleolar RNA SNORA7
ENSG00000206932	RNU6-4P	106478914	RNA, U6 small nuclear 4, pseudogene
ENSG00000206948	SNORA36A	677817	small nucleolar RNA, H/ACA box 36A
ENSG00000206965	RNU6-5P	106478913	RNA, U6 small nuclear 5, pseudogene
ENSG00000207005	RNU1-2	26870	RNA, U1 small nuclear 2
ENSG00000207041	RNU6-3P	106478919	RNA, U6 small nuclear 3, pseudogene
ENSG00000207051	SNORA27	619499	small nucleolar RNA, H/ACA box 27
ENSG00000207062	SNORA15B-1	109616962	small nucleolar RNA, H/ACA box 15B-1
ENSG00000207067	SNORA72	26775	small nucleolar RNA, H/ACA box 72
ENSG00000207088	SNORA7B	677797	small nucleolar RNA, H/ACA box 7B
ENSG00000207112	SNORA25	684959	small nucleolar RNA, H/ACA box 25
ENSG00000207113	RNU6-16P	100873753	RNA, U6 small nuclear 16, pseudogene
ENSG00000207145	SNORA18	677805	small nucleolar RNA, H/ACA box 18
ENSG00000207165	SNORA70	26778	small nucleolar RNA, H/ACA box 70
ENSG00000207166	SNORA68	26780	small nucleolar RNA, H/ACA box 68
ENSG00000207168	SNORA15	677803	small nucleolar RNA, H/ACA box 15
ENSG00000207171	LOC124900181	124900181	small nucleolar RNA SNORA51
ENSG00000207181	SNORA14B	677802	small nucleolar RNA, H/ACA box 14B
ENSG00000207187	SNORA10B	109616960	small nucleolar RNA, H/ACA box 10B
ENSG00000207205	RNVU1-15	101954267	RNA, variant U1 small nuclear 15
ENSG00000207264	RNU6-15P	100302741	RNA, U6 small nuclear 15, pseudogene
ENSG00000207304	SNORA8	654320	small nucleolar RNA, H/ACA box 8
ENSG00000207313	SNORA2B	677794	small nucleolar RNA, H/ACA box 2B
ENSG00000207357	RNU6-2	103625684	RNA, U6 small nuclear 2
ENSG00000207389	RNU1-4	6060	RNA, U1 small nuclear 4
ENSG00000207405	SNORA64	26784	small nucleolar RNA, H/ACA box 64
ENSG00000207445	SNORD15B	114599	small nucleolar RNA, C/D box 15B
ENSG00000207507	RNU6-9	101954271	RNA, U6 small nuclear 9
ENSG00000207513	RNU1-3	26869	RNA, U1 small nuclear 3
ENSG00000207524	RNU6-33P	100873748	RNA, U6 small nuclear 33, pseudogene
ENSG00000208772	SNORD94	692225	small nucleolar RNA, C/D box 94
ENSG00000209582	SNORA48	652965	small nucleolar RNA, H/ACA box 48
ENSG00000210825	SNORA40	677822	small nucleolar RNA, H/ACA box 40
ENSG00000211445	GPX3	2878	glutathione peroxidase 3
ENSG00000211448	DIO2	1734	iodothyronine deiodinase 2
ENSG00000211450	SELENOH	280636	selenoprotein H
ENSG00000211455	STK38L	23012	serine/threonine kinase 38 like
ENSG00000211456	SACM1L	22908	SAC1 like phosphatidylinositide phosphatase
ENSG00000211460	TSN	7247	translin
ENSG00000211584	SLC48A1	55652	solute carrier family 48 member 1
ENSG00000211798	TRAV18	28665	T cell receptor alpha variable 18
ENSG00000212232	SNORD17	692086	small nucleolar RNA, C/D box 17
ENSG00000212664	RPL17P39	645296	ribosomal protein L17 pseudogene 39
ENSG00000212694	LINC01089	338799	long intergenic non-protein coding RNA 1089
ENSG00000212719	LINC02693	339263	long intergenic non-protein coding RNA 2693
ENSG00000212747	RTL8B	441518	retrotransposon Gag like 8B
ENSG00000212802	RPL15P3	653232	ribosomal protein L15 pseudogene 3
ENSG00000212864	RNF208	727800	ring finger protein 208
ENSG00000212932	RPL23AP4	54029	ribosomal protein L23a pseudogene 4
ENSG00000212978	C2orf74-DT	339803	C2orf74 divergent transcript
ENSG00000213015	ZNF580	51157	zinc finger protein 580
ENSG00000213024	NUP62	23636	nucleoporin 62
ENSG00000213030	CGB8	94115	chorionic gonadotropin subunit beta 8
ENSG00000213047	DENND1B	163486	DENN domain containing 1B
ENSG00000213064	SFT2D2	375035	SFT2 domain containing 2
ENSG00000213066	CEP43	11116	centrosomal protein 43
ENSG00000213079	SCAF8	22828	SR-related CTD associated factor 8
ENSG00000213096	ZNF254	9534	zinc finger protein 254
ENSG00000213123	DYNLT2B	255758	dynein light chain Tctex-type 2B
ENSG00000213145	CRIP1	1396	cysteine rich protein 1
ENSG00000213160	KLHL23	151230	kelch like family member 23
ENSG00000213185	FAM24B	196792	family with sequence similarity 24 member B
ENSG00000213186	TRIM59	286827	tripartite motif containing 59
ENSG00000213190	MLLT11	10962	MLLT11 transcription factor 7 cofactor
ENSG00000213199	ASIC3	9311	acid sensing ion channel subunit 3
ENSG00000213221	DNLZ	728489	DNL-type zinc finger
ENSG00000213246	SUPT4H1	6827	SPT4 homolog, DSIF elongation factor subunit
ENSG00000213261	EEF1B2P6	647030	eukaryotic translation elongation factor 1 beta 2 pseudogene 6
ENSG00000213280	RPS10P15	654029	ribosomal protein S10 pseudogene 15
ENSG00000213281	NRAS	4893	NRAS proto-oncogene, GTPase
ENSG00000213285	RPL23AP45	729764	ribosomal protein L23a pseudogene 45
ENSG00000213326	RPS7P11	644315	ribosomal protein S7 pseudogene 11
ENSG00000213337	ANKRD39	51239	ankyrin repeat domain 39
ENSG00000213339	QTRT1	81890	queuine tRNA-ribosyltransferase catalytic subunit 1
ENSG00000213341	CHUK	1147	component of inhibitor of nuclear factor kappa B kinase complex
ENSG00000213347	MXD3	83463	MAX dimerization protein 3
ENSG00000213366	GSTM2	2946	glutathione S-transferase mu 2
ENSG00000213380	COG8	84342	component of oligomeric golgi complex 8
ENSG00000213385	RPL7AP39	646476	ribosomal protein L7a pseudogene 39
ENSG00000213390	ARHGAP19	84986	Rho GTPase activating protein 19
ENSG00000213397	HAUS7	55559	HAUS augmin like complex subunit 7
ENSG00000213398	LCAT	3931	lecithin-cholesterol acyltransferase
ENSG00000213412	HNRNPA1P33	728643	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
ENSG00000213420	GPC2	221914	glypican 2
ENSG00000213442	RPL18AP3	390354	ribosomal protein L18a pseudogene 3
ENSG00000213445	SIPA1	6494	signal-induced proliferation-associated 1
ENSG00000213462	ERV3-1	2086	endogenous retrovirus group 3 member 1, envelope
ENSG00000213463	SYNJ2BP	55333	synaptojanin 2 binding protein
ENSG00000213465	ARL2	402	ADP ribosylation factor like GTPase 2
ENSG00000213516	RBMXL1	494115	RBMX like 1
ENSG00000213523	SRA1	10011	steroid receptor RNA activator 1
ENSG00000213533	STIMATE	375346	STIM activating enhancer
ENSG00000213551	DNAJC9	23234	DnaJ heat shock protein family (Hsp40) member C9
ENSG00000213553	RPLP0P6	220717	ribosomal protein lateral stalk subunit P0 pseudogene 6
ENSG00000213563	C8orf82	414919	chromosome 8 open reading frame 82
ENSG00000213585	VDAC1	7416	voltage dependent anion channel 1
ENSG00000213588	ZBTB9	221504	zinc finger and BTB domain containing 9
ENSG00000213593	TMX2	51075	thioredoxin related transmembrane protein 2
ENSG00000213598	RPL31P4	729646	ribosomal protein L31 pseudogene 4
ENSG00000213599	SLX1A-SULT1A3	100526830	SLX1A-SULT1A3 readthrough (NMD candidate)
ENSG00000213614	HEXA	3073	hexosaminidase subunit alpha
ENSG00000213619	NDUFS3	4722	NADH:ubiquinone oxidoreductase core subunit S3
ENSG00000213621	RPSAP54	642641	ribosomal protein SA pseudogene 54
ENSG00000213625	LEPROT	54741	leptin receptor overlapping transcript
ENSG00000213626	LBH	81606	LBH regulator of WNT signaling pathway
ENSG00000213639	PPP1CB	5500	protein phosphatase 1 catalytic subunit beta
ENSG00000213648	SULT1A4	445329	sulfotransferase family 1A member 4
ENSG00000213658	LAT	27040	linker for activation of T cells
ENSG00000213672	NCKIPSD	51517	NCK interacting protein with SH3 domain
ENSG00000213676	ATF6B	1388	activating transcription factor 6 beta
ENSG00000213689	TREX1	11277	three prime repair exonuclease 1
ENSG00000213694	S1PR3	1903	sphingosine-1-phosphate receptor 3
ENSG00000213699	SLC35F6	54978	solute carrier family 35 member F6
ENSG00000213719	CLIC1	1192	chloride intracellular channel 1
ENSG00000213722	DDAH2	23564	DDAH family member 2, ADMA-independent
ENSG00000213741	RPS29	6235	ribosomal protein S29
ENSG00000213742	ZNF337-AS1	102724826	ZNF337 antisense RNA 1
ENSG00000213753	CENPBD2P	65996	CENPB DNA-binding domains containing 2, pseudogene
ENSG00000213760	ATP6V1G2	534	ATPase H+ transporting V1 subunit G2
ENSG00000213762	ZNF134	7693	zinc finger protein 134
ENSG00000213780	GTF2H4	2968	general transcription factor IIH subunit 4
ENSG00000213782	DDX47	51202	DEAD-box helicase 47
ENSG00000213799	ZNF845	91664	zinc finger protein 845
ENSG00000213853	EMP2	2013	epithelial membrane protein 2
ENSG00000213859	KCTD11	147040	potassium channel tetramerization domain containing 11
ENSG00000213860	RPL21P75	728501	ribosomal protein L21 pseudogene 75
ENSG00000213886	UBD	10537	ubiquitin D
ENSG00000213889	PPM1N	147699	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)
ENSG00000213903	LTB4R	1241	leukotriene B4 receptor
ENSG00000213904	LIPE-AS1	100996307	LIPE antisense RNA 1
ENSG00000213906	LTB4R2	56413	leukotriene B4 receptor 2
ENSG00000213918	DNASE1	1773	deoxyribonuclease 1
ENSG00000213920	MDP1	145553	magnesium dependent phosphatase 1
ENSG00000213923	CSNK1E	1454	casein kinase 1 epsilon
ENSG00000213928	IRF9	10379	interferon regulatory factor 9
ENSG00000213930	GALT	2592	galactose-1-phosphate uridylyltransferase
ENSG00000213949	ITGA1	3672	integrin subunit alpha 1
ENSG00000213963	LOC100130691	100130691	Putative uncharacterized protein FLJ44553
ENSG00000213965	NUDT19	390916	nudix hydrolase 19
ENSG00000213977	TAX1BP3	30851	Tax1 binding protein 3
ENSG00000213983	AP1G2	8906	adaptor related protein complex 1 subunit gamma 2
ENSG00000213995	NAXD	55739	NAD(P)HX dehydratase
ENSG00000213999	BORCS8-MEF2B	4207	BORCS8-MEF2B readthrough
ENSG00000214013	GANC	2595	glucosidase alpha, neutral C
ENSG00000214021	TTLL3	26140	tubulin tyrosine ligase like 3
ENSG00000214022	REPIN1	29803	replication initiator 1
ENSG00000214026	MRPL23	6150	mitochondrial ribosomal protein L23
ENSG00000214029	ZNF891	101060200	zinc finger protein 891
ENSG00000214046	SMIM7	79086	small integral membrane protein 7
ENSG00000214050	FBXO16	157574	F-box protein 16
ENSG00000214063	TSPAN4	7106	tetraspanin 4
ENSG00000214078	CPNE1	8904	copine 1
ENSG00000214087	ARL16	339231	ADP ribosylation factor like GTPase 16
ENSG00000214113	LYRM4	57128	LYR motif containing 4
ENSG00000214114	MYCBP	26292	MYC binding protein
ENSG00000214145	LINC00887	100131551	long intergenic non-protein coding RNA 887
ENSG00000214160	ALG3	10195	ALG3 alpha-1,3- mannosyltransferase
ENSG00000214184	GCC2-AS1	644903	GCC2 antisense RNA 1
ENSG00000214193	SH3D21	79729	SH3 domain containing 21
ENSG00000214194	SMIM30	401397	small integral membrane protein 30
ENSG00000214226	C17orf67	339210	chromosome 17 open reading frame 67
ENSG00000214253	FIS1	51024	fission, mitochondrial 1
ENSG00000214262	ANKRD36BP1	84832	ankyrin repeat domain 36B pseudogene 1
ENSG00000214274	ANG	283	angiogenin
ENSG00000214290	POU2AF3	120376	POU class 2 homeobox associating factor 3
ENSG00000214293	APTR	100505854	Alu-mediated CDKN1A/p21 transcriptional regulator
ENSG00000214309	MBLAC1	255374	metallo-beta-lactamase domain containing 1
ENSG00000214357	NEURL1B	54492	neuralized E3 ubiquitin protein ligase 1B
ENSG00000214367	HAUS3	79441	HAUS augmin like complex subunit 3
ENSG00000214389	RPS3AP26	644972	RPS3A pseudogene 26
ENSG00000214391	TUBAP2	399942	tubulin alpha pseudogene 2
ENSG00000214401	KANSL1-AS1	644246	KANSL1 antisense RNA 1
ENSG00000214413	BBIP1	92482	BBSome interacting protein 1
ENSG00000214435	AS3MT	57412	arsenite methyltransferase
ENSG00000214485	RPL7P1	6174	ribosomal protein L7 pseudogene 1
ENSG00000214517	PPME1	51400	protein phosphatase methylesterase 1
ENSG00000214530	STARD10	10809	StAR related lipid transfer domain containing 10
ENSG00000214544	GTF2IRD2P1	401375	GTF2I repeat domain containing 2 pseudogene 1
ENSG00000214548	MEG3	55384	maternally expressed 3
ENSG00000214558	ZC3H11C	441155	zinc finger CCCH-type containing 11C
ENSG00000214575	CPEB1	64506	cytoplasmic polyadenylation element binding protein 1
ENSG00000214653	HNRNPA3P3	643689	heterogeneous nuclear ribonucleoprotein A3 pseudogene 3
ENSG00000214654	B3GALT9	100288842	beta-1,3-galactosyltransferase 9
ENSG00000214655	ZSWIM8	23053	zinc finger SWIM-type containing 8
ENSG00000214706	IFRD2	7866	interferon related developmental regulator 2
ENSG00000214717	ZBED1	9189	zinc finger BED-type containing 1
ENSG00000214736	TOMM6	100188893	translocase of outer mitochondrial membrane 6
ENSG00000214753	HNRNPUL2	221092	heterogeneous nuclear ribonucleoprotein U like 2
ENSG00000214756	CSKMT	751071	citrate synthase lysine methyltransferase
ENSG00000214783	POLR2J4	84820	RNA polymerase II subunit J4 (pseudogene)
ENSG00000214784	RPS3AP21	402287	RPS3A pseudogene 21
ENSG00000214787	MS4A4E	643680	membrane spanning 4-domains A4E
ENSG00000214827	MTCP1	4515	mature T cell proliferation 1
ENSG00000214900	LINC01599	196913	long intergenic non-protein coding RNA 1599
ENSG00000214940	NPIPA8	101059953	nuclear pore complex interacting protein family member A8
ENSG00000214941	ZSWIM7	125150	zinc finger SWIM-type containing 7
ENSG00000214944	ARHGEF28	64283	Rho guanine nucleotide exchange factor 28
ENSG00000214967	NPIPA7	101059938	nuclear pore complex interacting protein family member A7
ENSG00000215012	RTL10	79680	retrotransposon Gag like 10
ENSG00000215021	PHB2	11331	prohibitin 2
ENSG00000215030	RPL13P12	388344	ribosomal protein L13 pseudogene 12
ENSG00000215039	CD27-AS1	678655	CD27 antisense RNA 1
ENSG00000215041	NEURL4	84461	neuralized E3 ubiquitin protein ligase 4
ENSG00000215067	ALOX12-AS1	100506713	ALOX12 antisense RNA 1
ENSG00000215068	ANXA2R-AS1	153684	ANXA2R antisense RNA 1
ENSG00000215114	UBXN2B	137886	UBX domain protein 2B
ENSG00000215126	ZNG1F	644019	Zn regulated GTPase metalloprotein activator 1F
ENSG00000215182	MUC5AC	4586	mucin 5AC, oligomeric mucus/gel-forming
ENSG00000215183	MSMP	692094	microseminoprotein, prostate associated
ENSG00000215193	PEX26	55670	peroxisomal biogenesis factor 26
ENSG00000215251	FASTKD5	60493	FAST kinase domains 5
ENSG00000215252	GOLGA8B	440270	golgin A8 family member B
ENSG00000215256	DHRS4-AS1	55449	DHRS4 antisense RNA 1
ENSG00000215301	DDX3X	1654	DEAD-box helicase 3 X-linked
ENSG00000215305	VPS16	64601	VPS16 core subunit of CORVET and HOPS complexes
ENSG00000215375	MYL5	4636	myosin light chain 5
ENSG00000215386	MIR99AHG	388815	mir-99a-let-7c cluster host gene
ENSG00000215421	ZNF407	55628	zinc finger protein 407
ENSG00000215424	MCM3AP-AS1	114044	MCM3AP antisense RNA 1
ENSG00000215440	NPEPL1	79716	aminopeptidase like 1
ENSG00000215472	RPL17-C18orf32	100526842	RPL17-C18orf32 readthrough
ENSG00000215630	GUSBP9	118126072	GUSB pseudogene 9
ENSG00000215712	TMEM242	729515	transmembrane protein 242
ENSG00000215717	TMEM167B	56900	transmembrane protein 167B
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	109286553	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene
ENSG00000215784	FAM72D	728833	family with sequence similarity 72 member D
ENSG00000215788	TNFRSF25	8718	TNF receptor superfamily member 25
ENSG00000215808	LINC01139	339535	long intergenic non-protein coding RNA 1139
ENSG00000215817	ZC3H11B	643136	zinc finger CCCH-type containing 11B
ENSG00000215883	CYB5RL	606495	cytochrome b5 reductase like
ENSG00000216191	MIR8485	103504737	microRNA 8485
ENSG00000216490	IFI30	10437	IFI30 lysosomal thiol reductase
ENSG00000216819	TUBB2BP1	100132153	tubulin beta 2B class IIb pseudogene 1
ENSG00000216866	RPS2P55	286444	ribosomal protein S2 pseudogene 55
ENSG00000216895	RBM33-DT	100506302	RBM33 divergent transcript
ENSG00000217128	FNIP1	96459	folliculin interacting protein 1
ENSG00000217130	RPS10P13	646785	ribosomal protein S10 pseudogene 13
ENSG00000217165	ANKRD18EP	100131031	ankyrin repeat domain 18E, pseudogene
ENSG00000217236	SP9	100131390	Sp9 transcription factor
ENSG00000217442	SYCE3	644186	synaptonemal complex central element protein 3
ENSG00000217555	CKLF	51192	chemokine like factor
ENSG00000217716	RPS10P3	158104	ribosomal protein S10 pseudogene 3
ENSG00000217930	PAM16	51025	presequence translocase associated motor 16
ENSG00000218336	TENM3	55714	teneurin transmembrane protein 3
ENSG00000218426	RPL27AP6	389435	ribosomal protein L27a pseudogene 6
ENSG00000218510	LINC00339	29092	long intergenic non-protein coding RNA 339
ENSG00000218739	CEBPZOS	100505876	CEBPZ opposite strand
ENSG00000218891	ZNF579	163033	zinc finger protein 579
ENSG00000219133	RPL21P19	641293	ribosomal protein L21 pseudogene 19
ENSG00000219200	RNASEK	440400	ribonuclease K
ENSG00000219438	TAFA5	25817	TAFA chemokine like family member 5
ENSG00000219481	NBPF1	55672	NBPF member 1
ENSG00000219545	UMAD1	729852	UBAP1-MVB12-associated (UMA) domain containing 1
ENSG00000219626	FAM228B	375190	family with sequence similarity 228 member B
ENSG00000219814	RPL23AP47	729277	ribosomal protein L23a pseudogene 47
ENSG00000220161	LINC02076	400579	long intergenic non-protein coding RNA 2076
ENSG00000220201	ZGLP1	100125288	zinc finger GATA like protein 1
ENSG00000220205	VAMP2	6844	vesicle associated membrane protein 2
ENSG00000220323	H2BC19P	337874	H2B clustered histone 19, pseudogene
ENSG00000220749	RPL21P28	100131205	ribosomal protein L21 pseudogene 28
ENSG00000220793	RPL21P119	653737	ribosomal protein L21 pseudogene 119
ENSG00000220842	RPL21P16	729402	ribosomal protein L21 pseudogene 16
ENSG00000221164	SNORA11F	109617000	small nucleolar RNA, H/ACA box 11F
ENSG00000221190	MIR1184-2	100422985	microRNA 1184-2
ENSG00000221420	SNORA81	677847	small nucleolar RNA, H/ACA box 81
ENSG00000221475	SNORA11D	100124541	small nucleolar RNA, H/ACA box 11D
ENSG00000221496	LOC124904153	124904153	uncharacterized LOC124904153
ENSG00000221533	MIR1184-1	100302111	microRNA 1184-1
ENSG00000221603	MIR1184-3	100422977	microRNA 1184-3
ENSG00000221676	RNU6ATAC	100151684	RNA, U6atac small nuclear
ENSG00000221705	SNORA11E	101340250	small nucleolar RNA, H/ACA box 11E
ENSG00000221792	MIR1282	100302254	microRNA 1282
ENSG00000221817	PPP3CB-AS1	101929145	PPP3CB antisense RNA 1 (head to head)
ENSG00000221821	C6orf226	441150	chromosome 6 open reading frame 226
ENSG00000221823	PPP3R1	5534	protein phosphatase 3 regulatory subunit B, alpha
ENSG00000221829	FANCG	2189	FA complementation group G
ENSG00000221838	AP4M1	9179	adaptor related protein complex 4 subunit mu 1
ENSG00000221867	MAGEA3	4102	MAGE family member A3
ENSG00000221869	CEBPD	1052	CCAAT enhancer binding protein delta
ENSG00000221886	FAM200C	63920	family with sequence similarity 200 member C
ENSG00000221887	HMSD	284293	histocompatibility minor serpin domain containing
ENSG00000221890	NPTXR	23467	neuronal pentraxin receptor
ENSG00000221909	FAM200A	221786	family with sequence similarity 200 member A
ENSG00000221914	PPP2R2A	5520	protein phosphatase 2 regulatory subunit Balpha
ENSG00000221916	C19orf73	55150	chromosome 19 open reading frame 73
ENSG00000221923	ZNF880	400713	zinc finger protein 880
ENSG00000221926	TRIM16	10626	tripartite motif containing 16
ENSG00000221944	TIGD1	200765	tigger transposable element derived 1
ENSG00000221955	SLC12A8	84561	solute carrier family 12 member 8
ENSG00000221963	APOL6	80830	apolipoprotein L6
ENSG00000221968	FADS3	3995	fatty acid desaturase 3
ENSG00000221978	CCNL2	81669	cyclin L2
ENSG00000221983	UBA52	7311	ubiquitin A-52 residue ribosomal protein fusion product 1
ENSG00000221988	PPT2	9374	palmitoyl-protein thioesterase 2
ENSG00000222009	BTBD19	149478	BTB domain containing 19
ENSG00000222011	FAM185A	222234	family with sequence similarity 185 member A
ENSG00000222020	HDAC4-AS1	101928111	HDAC4 antisense RNA 1
ENSG00000222041	CYTOR	112597	cytoskeleton regulator RNA
ENSG00000222047	C10orf55	414236	chromosome 10 putative open reading frame 55
ENSG00000222108	RNA5SP317	106479006	RNA, 5S ribosomal pseudogene 317
ENSG00000222489	SNORA79B	109616976	small nucleolar RNA, H/ACA box 79B
ENSG00000222898	RN7SKP97	106480463	RN7SK pseudogene 97
ENSG00000223403	MIR381HG	378881	MIR381 host gene
ENSG00000223442	TH2LCRR	101927761	T helper type 2 locus control region associated RNA
ENSG00000223459	TCAF1P1	653199	TRPM8 channel associated factor 1 pseudogene 1
ENSG00000223478	ZDHHC12-DT	100506100	ZDHHC12 divergent transcript
ENSG00000223482	NUTM2A-AS1	728190	NUTM2A antisense RNA 1
ENSG00000223496	EXOSC6	118460	exosome component 6
ENSG00000223501	VPS52	6293	VPS52 subunit of GARP complex
ENSG00000223551	TMSB4XP4	7118	TMSB4X pseudogene 4
ENSG00000223572	CKMT1A	548596	creatine kinase, mitochondrial 1A
ENSG00000223573	TINCR	257000	TINCR ubiquitin domain containing
ENSG00000223658	C1GALT1C1L	728819	C1GALT1 specific chaperone 1 like
ENSG00000223705	NSUN5P1	155400	NSUN5 pseudogene 1
ENSG00000223764	LINC02593	100130417	long intergenic non-protein coding RNA 2593
ENSG00000223768	LINC00205	642852	long intergenic non-protein coding RNA 205
ENSG00000223802	CERS1	10715	ceramide synthase 1
ENSG00000223855	PDGFA-DT	441307	PDGFA divergent transcript
ENSG00000223891	OSER1-DT	100505783	OSER1 divergent transcript
ENSG00000223960	CHROMR	101927027	cholesterol induced regulator of metabolism RNA
ENSG00000224020	MIR181A2HG	100379345	MIR181A2 host gene
ENSG00000224034	LINC02561	110806285	long intergenic non-protein coding RNA 2561
ENSG00000224046	DMTF1-AS1	101927420	DMTF1 antisense RNA 1
ENSG00000224051	CPTP	80772	ceramide-1-phosphate transfer protein
ENSG00000224114	RPS14P1	100271063	ribosomal protein S14 pseudogene 1
ENSG00000224186	PITX1-AS1	100996485	PITX1 antisense RNA 1
ENSG00000224328	MDC1-AS1	106478956	MDC1 antisense RNA 1
ENSG00000224383	PRR29	92340	proline rich 29
ENSG00000224420	ADM5	199800	adrenomedullin 5 (putative)
ENSG00000224470	ATXN1L	342371	ataxin 1 like
ENSG00000224531	SMIM13	221710	small integral membrane protein 13
ENSG00000224536	CSRP1-AS1	107985246	CSRP1 antisense RNA 1
ENSG00000224546	EIF4BP3	100128771	eukaryotic translation initiation factor 4B pseudogene 3
ENSG00000224578	HNRNPA1L3	642659	heterogeneous nuclear ribonucleoprotein A1 like 3
ENSG00000224596	ZMIZ1-AS1	283050	ZMIZ1 antisense RNA 1
ENSG00000224631	RPS27AP16	643358	RPS27A pseudogene 16
ENSG00000224699	LAMTOR5-AS1	101410535	LAMTOR5 and SLC16A4 antisense RNA 1
ENSG00000224712	NPIPA3	642778	nuclear pore complex interacting protein family member A3
ENSG00000224831	TMEM183BP	653659	transmembrane protein 183B, pseudogene
ENSG00000224870	MRPL20-AS1	148413	MRPL20 antisense RNA 1
ENSG00000224877	NDUFAF8	284184	NADH:ubiquinone oxidoreductase complex assembly factor 8
ENSG00000224891	ARL14EPP1	107985793	ARL14EP pseudogene 1
ENSG00000224914	LINC00863	439994	long intergenic non-protein coding RNA 863
ENSG00000224934	GOT1-DT	101927300	GOT1 divergent transcript
ENSG00000224975	INE1	8552	inactivation escape 1
ENSG00000225016	LINC00328-2P	100874404	long intergenic non-protein coding RNA 328-2, pseudogene
ENSG00000225062	CATIP-AS1	101928513	CATIP antisense RNA 1
ENSG00000225159	NPM1P39	440577	nucleophosmin 1 pseudogene 39
ENSG00000225177	LOC124900217	124900217	collagen alpha-1(III) chain
ENSG00000225190	PLEKHM1	9842	pleckstrin homology and RUN domain containing M1
ENSG00000225206	MIR137HG	400765	MIR137 host gene
ENSG00000225265	TAF1A-AS1	100506161	TAF1A antisense RNA 1
ENSG00000225377	NRSN2-AS1	100507459	NRSN2 antisense RNA 1
ENSG00000225434	LINC01504	100507540	long intergenic non-protein coding RNA 1504
ENSG00000225439	BOLA3-DT	100507171	BOLA3 divergent transcript
ENSG00000225470	JPX	554203	JPX transcript, XIST activator
ENSG00000225484	NUTM2B-AS1	101060691	NUTM2B antisense RNA 1
ENSG00000225614	ZNF469	84627	zinc finger protein 469
ENSG00000225630	MTND2P28	100652939	MT-ND2 pseudogene 28
ENSG00000225663	MCRIP1	348262	MAPK regulated corepressor interacting protein 1
