gene_id,logFC
ENSG00000105852,-1.239710037723918
ENSG00000176845,2.1438511325423866
ENSG00000153956,-1.3459056340962636
ENSG00000070540,1.4044054758928262
ENSG00000139514,-1.475422997187731
ENSG00000148344,2.3888066862412947
ENSG00000106804,-2.0990392992448337
ENSG00000135636,1.0012249523702832
ENSG00000147437,1.0623540127264737
ENSG00000175792,-1.154628676014184
ENSG00000149948,1.1626397754007731
ENSG00000100918,1.24412139870591
ENSG00000186577,1.0640048184396087
ENSG00000183048,-1.2919628030222865
ENSG00000204584,-1.155953782663053
ENSG00000067167,-1.7854662472777498
ENSG00000147010,1.1265948351363386
ENSG00000285565,1.0942500935811164
ENSG00000143942,-1.3880053938757813
ENSG00000289901,1.4022071947246442
ENSG00000108924,-1.066818167625048
ENSG00000072310,-1.2782781831294503
ENSG00000135002,-1.5767245463916746
ENSG00000005187,-1.0776025102435605
ENSG00000131459,1.5389549158524876
ENSG00000120162,-1.1812560118688171
ENSG00000007516,1.0702162261661692
ENSG00000115221,-1.300450847488865
ENSG00000101361,-1.170194353493411
ENSG00000146674,-1.0160472742132391
ENSG00000171604,-1.2345801218903465
ENSG00000151014,-1.0720330760209595
ENSG00000249196,1.0541932172788906
ENSG00000147592,-1.6071337368388283
ENSG00000135245,-1.100811034231767
ENSG00000137834,-1.2387626462302204
ENSG00000101198,-1.457910759582599
ENSG00000234851,1.0095992982837387
ENSG00000163131,1.731105074069612
ENSG00000090530,-1.2351095023925702
ENSG00000047457,-1.3341422451410367
ENSG00000165376,-3.729308193315443
ENSG00000170099,-1.0840980482120175
ENSG00000277918,1.329413034667591
ENSG00000134668,1.9453907109457031
ENSG00000267257,-1.5214948263316734
ENSG00000153721,-1.117529443763483
ENSG00000171408,-1.4122198157109245
ENSG00000206588,1.7560436167916984
ENSG00000172780,1.1752727301284875
ENSG00000159200,-1.238507803057591
ENSG00000277511,1.3726337530197033
ENSG00000119514,2.507440932904431
ENSG00000171566,-1.0235608294996732
ENSG00000104760,-2.191732598437879
ENSG00000071282,-1.0381439188376156
ENSG00000101333,-1.007542419038869
ENSG00000167693,-1.174401004968888
ENSG00000041353,1.3582026512759282
ENSG00000182870,1.2426109389103264
ENSG00000176974,-1.014502490785834
ENSG00000143416,-1.144416425434923
ENSG00000267449,1.1733973348679898
ENSG00000260051,1.0309770712058626
ENSG00000283154,-1.000996343165271
ENSG00000276850,-1.5250041401616867
ENSG00000105854,-1.1433231304170848
ENSG00000196782,-1.03255751840594
ENSG00000251503,-1.2586160516723304
ENSG00000171680,1.4545663170133718
ENSG00000139354,-1.0952797951834057
ENSG00000168140,-1.1922137852953472
ENSG00000110047,1.1866807970432849
ENSG00000140678,2.5066828046608274
ENSG00000130775,1.5977427452486286
ENSG00000140416,-1.3245160116177823
ENSG00000138061,1.78762625412523
ENSG00000136840,1.0748296631298366
ENSG00000268942,-1.0914998296782503
ENSG00000185630,-1.383798778094357
ENSG00000060339,-1.0977696081031874
ENSG00000026950,1.0824117117710568
ENSG00000222041,-1.5175082270829945
ENSG00000160886,1.1979767477154757
ENSG00000214262,-1.0845020011506958
ENSG00000006062,-1.9325080411542717
ENSG00000159167,1.7399344663084642
ENSG00000285294,-1.5737039221751998
ENSG00000125170,-1.0173864341435932
ENSG00000166250,1.7284748267303176
ENSG00000251169,-1.0720856836376618
ENSG00000289740,1.7952157765692869
ENSG00000125966,-2.178317607330672
ENSG00000169604,-1.773716866344457
ENSG00000260231,1.04077855456915
ENSG00000115109,-1.0397790082513838
ENSG00000196136,-1.2317050642856102
ENSG00000253671,-1.544343545430647
ENSG00000072682,1.100038676792261
ENSG00000100867,-1.4875158573486211
ENSG00000196950,-1.520689716427417
ENSG00000178343,-1.0737735946267288
ENSG00000114638,-3.0814576656341406
ENSG00000256802,-1.545121867025021
ENSG00000161544,1.290595092962877
ENSG00000237596,1.6267197207229995
ENSG00000105835,1.1430913446533912
ENSG00000118523,-3.3144459532943578
ENSG00000187244,-1.4714791818400146
ENSG00000125257,-1.3827538536945498
ENSG00000197019,1.129016641654438
ENSG00000154589,1.394420403324513
ENSG00000117226,1.298865683404968
ENSG00000205362,1.2931556532300232
ENSG00000135617,-1.2666179421424135
ENSG00000225138,1.34265505687884
ENSG00000255774,-1.1591991012299356
ENSG00000161011,1.0528822646480354
ENSG00000112414,-1.8473482331911504
ENSG00000185885,1.5329422929929533
ENSG00000176697,-1.2212346497839786
ENSG00000163659,1.3350570261818926
ENSG00000077585,1.2922435642510308
ENSG00000214517,-1.1413780840691103
ENSG00000161010,1.0267224067248133
ENSG00000160570,1.0740252949815874
ENSG00000266086,1.2361568521269897
ENSG00000291073,-1.07463081215327
ENSG00000267530,-1.9964419664958373
ENSG00000198796,-1.3059543635663229
ENSG00000277947,2.058804275530012
ENSG00000128578,1.4252415180630162
ENSG00000146112,1.106634706782001
ENSG00000187288,-1.300233251352788
ENSG00000168615,-1.2216871218723098
ENSG00000100626,-1.0608324805517149
ENSG00000148677,-3.752641534803191
ENSG00000197119,1.0400281762194905
ENSG00000102271,-1.3439893530904947
ENSG00000171246,-1.0753673320646475
ENSG00000133805,1.7763009786593231
ENSG00000102287,1.0829847005044462
ENSG00000227376,1.082767510068683
ENSG00000242265,-1.5604935197122545
ENSG00000167165,-1.267575751887967
ENSG00000072195,1.0141138296638652
ENSG00000114854,-1.267145606566782
ENSG00000136999,1.0127361986093857
ENSG00000114019,-2.2725193833562307
ENSG00000100342,1.6799243244692672
ENSG00000221909,-1.053608776054514
ENSG00000291117,1.018165107065324
ENSG00000060718,-1.2243200429541528
ENSG00000204262,-1.1014312296653772
ENSG00000285155,-1.1663286837161375
ENSG00000144677,-1.0141196423732226
ENSG00000258181,-1.1743730664177343
ENSG00000167034,1.4144018838755372
ENSG00000213658,1.0336728412527716
ENSG00000259627,-1.3947962486200811
ENSG00000126790,-1.2078618398612635
ENSG00000273300,1.3336888854096949
ENSG00000073605,1.3653571444666837
ENSG00000184178,-1.0032051212885662
ENSG00000137825,1.2793176455313997
ENSG00000189410,-1.2787191437338234
ENSG00000160213,1.0253789780272804
ENSG00000154529,-1.2848807769892332
ENSG00000018236,-1.620676643471953
ENSG00000103018,-1.220804110680966
ENSG00000144824,-1.0787076129704936
ENSG00000134548,-1.6320947648944517
ENSG00000011422,1.6959100842432795
ENSG00000180340,-1.026401034904028
ENSG00000105281,-1.290862544552512
ENSG00000110888,1.288079678110976
ENSG00000258457,-1.1697491132564126
ENSG00000137575,1.194062947127537
ENSG00000170624,-1.225031920849333
ENSG00000168014,-1.0644636899273363
ENSG00000164610,-1.1026953699058817
ENSG00000169903,-2.954205106905058
ENSG00000152952,-1.4713194090001522
ENSG00000092969,-1.4402429154758565
ENSG00000144485,1.2251623617484997
ENSG00000261373,-1.0432742415697969
ENSG00000155438,-1.0407891652166974
ENSG00000100226,1.0289056119571969
ENSG00000179222,1.0528790274403228
ENSG00000118785,1.1088134309586255
ENSG00000172380,-1.159519418929026
ENSG00000156804,1.1426496714288037
ENSG00000164741,-1.0171084390373908
ENSG00000168955,-2.650066189326512
ENSG00000254338,1.150502407066975
ENSG00000109046,1.2262091266439832
ENSG00000172965,-1.027754169180893
ENSG00000108828,1.061740459737437
ENSG00000117266,1.1562658264430248
ENSG00000291120,-1.0443052843575678
ENSG00000287856,-1.2347245943313834
ENSG00000145287,-1.765784347419484
ENSG00000189143,1.088058276732857
ENSG00000152154,1.3557880638445967
ENSG00000109846,1.38199384928495
ENSG00000241119,-1.3754609150850312
ENSG00000168079,-1.5508877887941497
ENSG00000197948,1.0717896329571768
ENSG00000155850,-1.1710467213829006
ENSG00000221890,1.01890856230942
ENSG00000108691,-1.9767425749332928
ENSG00000259185,-2.003022763944588
ENSG00000170290,-1.460796992891661
ENSG00000108932,1.8233756848668572
ENSG00000148926,-1.5289072608128889
ENSG00000172059,1.04889898923214
ENSG00000259538,1.1244032065682783
ENSG00000269888,1.0636205593248207
ENSG00000108370,1.0021534544270567
ENSG00000173926,1.3454739558854374
ENSG00000130600,-1.6347569806810576
ENSG00000104524,-1.0236760624336432
ENSG00000137801,-1.3125569839107225
ENSG00000166347,-1.0855439909091178
ENSG00000149557,1.1068828495836356
ENSG00000140830,-1.0395979416863406
ENSG00000134508,-1.3663399595395105
ENSG00000106714,-1.0897079204691535
ENSG00000091583,-1.709052298908979
ENSG00000163395,1.6770611925630077
ENSG00000143479,1.3647365361704171
ENSG00000184205,1.045732826218721
ENSG00000250349,1.19399641767258
ENSG00000258892,1.4154272621888304
ENSG00000238018,-1.29178168063582
ENSG00000272573,1.1500157199523502
ENSG00000074800,-1.044136326400464
ENSG00000213599,1.0852623667074706
ENSG00000251562,1.4978430294494864
ENSG00000108821,-1.1202359153494568
ENSG00000023902,1.1180806530741527
ENSG00000271581,1.0508565323625942
ENSG00000272647,1.0108703834206765
ENSG00000116514,1.0312787922276634
ENSG00000157514,-1.117503399188097
ENSG00000111981,-1.5106736979948665
ENSG00000183578,1.0488765119043943
ENSG00000130402,-1.063601574778768
ENSG00000232187,1.041674446856113
ENSG00000163814,1.6540498905635874
ENSG00000105974,-1.023768514403281
ENSG00000120053,-1.0675283897779684
ENSG00000149380,-1.0002477287766038
ENSG00000234975,1.1708586764870734
ENSG00000125148,2.409988357626661
ENSG00000286134,-1.044406481029509
ENSG00000167996,1.244558484780498
ENSG00000224505,-1.4949219239536302
ENSG00000100558,1.2215232789803705
ENSG00000198829,-1.1670004661224092
ENSG00000173237,-1.1896183063723873
ENSG00000027869,1.064878748418797
ENSG00000165092,-1.2645421758988835
ENSG00000145979,1.0406385558485924
ENSG00000275719,-1.0992310139590566
ENSG00000198417,2.660997281267724
ENSG00000147614,2.5622971764419447
ENSG00000276241,1.1930807932601002
ENSG00000235142,-1.5002590953547594
ENSG00000109511,1.7584330920098972
ENSG00000280744,1.1893577612565591
ENSG00000111077,-1.2144532194290338
ENSG00000129354,-1.4983813428041577
ENSG00000131015,1.1435373556820303
ENSG00000107738,-1.3367396316968645
ENSG00000112576,-1.6013624730295462
ENSG00000178726,1.4430989378102237
ENSG00000137309,1.1342403570981858
ENSG00000189060,-1.3279065899189089
ENSG00000103034,1.083889927440056
ENSG00000103089,1.2120627896272191
ENSG00000173918,1.0435263377284931
ENSG00000266145,1.25800719121386
ENSG00000134215,-1.0632786831673209
ENSG00000136002,1.03465817621541
ENSG00000178107,-1.1285868439566156
ENSG00000166741,-1.2949443474162372
ENSG00000239607,1.007421932947656
ENSG00000164120,-1.475262675943246
ENSG00000290018,-1.2228111752134403
ENSG00000135480,-1.011286938002888
ENSG00000232956,-1.3701779518612698
ENSG00000131979,1.0907972947415563
ENSG00000167747,-1.0293603261358295
ENSG00000187193,2.479229435545576
ENSG00000178445,-1.035855649649204
ENSG00000134333,-1.0511163628542803
ENSG00000268790,1.8076976216887832
ENSG00000285283,2.632272850545556
ENSG00000011638,1.2332701385756517
ENSG00000187185,-1.3218492304967824
ENSG00000272770,-1.0865033083389075
ENSG00000107984,-1.5659264412148604
ENSG00000136205,-1.1205648203402072
ENSG00000234745,1.0837509611632443
ENSG00000019186,-1.1541490339935905
ENSG00000157150,1.0761935058125929
ENSG00000169297,1.1890376734728232
ENSG00000012124,1.0780036007165608
ENSG00000125538,2.0203212312046674
ENSG00000141429,-1.307215135293518
ENSG00000105327,1.344652942843836
ENSG00000146278,1.2985120098854095
ENSG00000259244,1.0188343216279432
ENSG00000176170,1.0761911313384336
ENSG00000128016,1.3958732643792775
ENSG00000169047,-1.0214715130112872
ENSG00000264717,-1.4784635121573846
ENSG00000147454,1.218567969882697
ENSG00000166923,1.4057202769882635
ENSG00000212440,2.032274674571321
ENSG00000145107,1.2255983709879574
ENSG00000290162,-1.231172001118527
ENSG00000258691,1.1018484920784433
ENSG00000102048,-1.162556951753027
ENSG00000266627,1.0511900843138016
ENSG00000289491,2.918473051004659
ENSG00000243650,1.0077561782517108
ENSG00000187653,1.4789219130815647
ENSG00000204174,-1.4606763044408675
ENSG00000275559,-2.7527665311642977
ENSG00000100889,-1.0487511687783178
ENSG00000140519,1.815777583273797
ENSG00000125347,1.0099743492342563
ENSG00000175352,1.4369216183992104
ENSG00000265168,1.4725004096219951
ENSG00000115902,-1.1132042226276293
ENSG00000004799,-1.362183226107283
ENSG00000147872,1.0662579165395671
ENSG00000270722,1.0256879476319405
ENSG00000255717,-1.3080955549019704
ENSG00000275143,1.563285978335481
ENSG00000102409,1.2862714288290733
