"SYMBOL","ENTREZID","GENENAME","GSM1399027_LIliana_06-29-12-90609_Veh.CEL.gz","GSM1399028_LIliana_06-29-12-100609_CBD.CEL.gz","GSM1399029_LIliana_06-29-12-11CC4121_Veh.CEL.gz","GSM1399030_LIliana_06-29-12-12CC4121_CBD.CEL.gz","GSM1399031_Liliana_10-20-2011-84121T3_VEH.CEL.gz","GSM1399032_Liliana_10-20-2011-94121T3_CBD.CEL.gz"
"CAMK4","814","calcium/calmodulin dependent protein kinase IV",6.3958954048095,6.5924184610307,6.18256394340474,6.20475831782347,9.0014879102278,8.44471571927343
"CAMKK1","84254","calcium/calmodulin dependent protein kinase kinase 1",6.81165117191122,6.65933996419494,6.86796910391642,7.08406368408315,7.3139743758786,7.68144649553949
"CAMKK2","10645","calcium/calmodulin dependent protein kinase kinase 2",8.98738461191553,9.01631947161577,8.70601070567278,8.61644400563308,9.32934783134423,9.14125869765046
"CAMKMT","79823","calmodulin-lysine N-methyltransferase",8.89856045765022,8.84247139769149,8.46030517039875,8.62438711242386,7.90167421929608,8.0385769074791
"CAMKV","79012","CaM kinase like vesicle associated",6.48240123752264,6.58543850650532,7.05277990347217,7.12452027242135,7.56996635300016,7.87509219111792
"CAMLG","819","calcium modulating ligand",9.27275585506361,9.11800491211846,8.72617305909574,8.74355083269033,9.14239281615286,9.31053026853883
"CAMP","820","cathelicidin antimicrobial peptide",6.51033452743896,6.65792310099253,6.78468933195255,6.82235080383538,6.43383625885519,6.10299984230853
"CAMSAP1","157922","calmodulin regulated spectrin associated protein 1",9.38474648338645,9.39527739802463,9.53469572003644,9.93166437383129,10.4200006573605,10.5259364858943
"CAMSAP2","23271","calmodulin regulated spectrin associated protein family member 2",10.6835127997703,10.7652350378533,11.0788033275691,11.1595278964077,11.0460327985908,11.0266697843028
"CAMSAP3","57662","calmodulin regulated spectrin associated protein family member 3",7.47086208094535,7.80322689979744,8.00268245498183,7.92250860433039,7.56688547322843,7.33956047724109
"CAMTA1","23261","calmodulin binding transcription activator 1",7.87716512142639,7.98443054821431,8.40555614759531,8.43050564423838,8.84858843297917,8.68572953560585
"CAMTA2","23125","calmodulin binding transcription activator 2",8.60454579737588,8.591740310692,8.92549903700969,9.08539884114239,9.26463665211697,9.39138533769119
"CAND1","55832","cullin associated and neddylation dissociated 1",10.6643381191658,10.5586407474836,10.5342464450631,10.0630246363444,10.8519345118671,10.6113353133633
"CAND2","23066","cullin associated and neddylation dissociated 2 (putative)",8.22230692876349,8.1582357991457,8.78906894130102,8.86505430339488,8.08630627004898,8.1086845740048
"CANT1","124583","calcium activated nucleotidase 1",10.0080982898326,10.1985296290688,10.023311884909,10.023311884909,10.0333270903364,10.2361606911129
"CANX","821","calnexin",12.8641161228242,12.8431094731359,12.8231117341151,12.9447612930176,12.9548606232476,13.1764392718101
"CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",12.3811338853787,12.4342349068453,12.1644300027569,12.2650679408296,12.0920061658134,12.0319039517885
"CAP2","10486","cyclase associated actin cytoskeleton regulatory protein 2",11.6826521090439,11.802337695631,11.1130294059763,11.6799300055741,11.3511589570512,11.4763747781584
"CAPG","822","capping actin protein, gelsolin like",7.93966691897219,7.95997922756667,7.47324708706047,7.91562532613418,7.51594465889484,7.68874785492926
"CAPN1","823","calpain 1",8.2948240800923,8.31621275654172,8.77088149250142,8.44310984732343,9.62369454417807,9.48471756530867
"CAPN11","11131","calpain 11",5.93671614192715,6.0175256458931,6.06481529867464,5.71501473551883,5.66479044538743,5.56801542657365
"CAPN12","147968","calpain 12",6.80223737955204,7.04508089062411,7.00243136037876,7.08353157798087,6.98900622218074,6.85794876850592
"CAPN13","92291","calpain 13",6.34104815947609,6.37280424124716,6.45766484726794,6.54511797369245,6.18023343085854,5.92304794098178
"CAPN15","6650","calpain 15",8.15047424473523,8.28890339724859,8.42225448353617,8.56632514675644,8.20456730721117,7.94596047436143
"CAPN2","824","calpain 2",10.6008922128237,10.7608759086785,10.295261306259,10.739768049619,11.1959013705038,11.7936546353074
"CAPN3","825","calpain 3",7.99305889645543,7.80059049683809,8.54423394403196,8.22122745444651,8.49199065496535,8.51748686535034
"CAPN5","726","calpain 5",9.79815246083155,10.1210230169581,9.93570371145003,9.22272255614161,10.2471474509071,9.9439754025053
"CAPN6","827","calpain 6",6.57760332356626,6.74846221815048,6.68352390664752,6.69695639470917,6.4337592717492,6.43357764905685
"CAPN7","23473","calpain 7",9.4265925462246,9.21193185758428,9.37250603654302,9.86465062526227,10.3476506996119,10.5156254424538
"CAPN9","10753","calpain 9",5.51585312646108,5.50208705511204,5.44973839716341,5.89786376027962,5.17166946847138,5.16288750790076
"CAPNS1","826","calpain small subunit 1",12.3551519915478,12.2683134071222,12.0533619350796,12.0522634600938,12.0867842098288,12.1540962903211
"CAPNS2","84290","calpain small subunit 2",6.01336161556178,5.90289079379349,5.88189698024236,6.21304163513111,5.66860091548748,5.73461485660243
"CAPRIN1","4076","cell cycle associated protein 1",12.1997335821752,12.2576406236035,12.1703946122961,12.0113726806107,12.0914143699983,11.9711641462922
"CAPRIN2","65981","caprin family member 2",9.03582459455009,9.46969881633949,8.57254656033363,8.98241241421214,8.98748701396727,8.99113260274325
"CAPS","828","calcyphosine",8.89338464897596,8.82766831122432,9.23318621894931,8.92551006956104,8.50204662076213,8.76003731150504
"CAPS2","84698","calcyphosine 2",7.02508963188981,6.87234311142088,6.95556366991035,7.13707404358736,7.12554158825574,7.2072354587485
"CAPSL","133690","calcyphosine like",4.9056381872937,4.98129833257898,4.98854803346222,4.99533241178703,5.00209693856878,4.90425149330707
"CAPZA1","829","capping actin protein of muscle Z-line subunit alpha 1",10.7701887722389,10.7676257831496,10.0415345544052,10.0415884425131,10.1485095721438,10.1129724171873
"CAPZA2","830","capping actin protein of muscle Z-line subunit alpha 2",11.4465377033215,11.3418921248734,10.9440161112233,10.8904834723496,10.7922095019133,10.794300673536
"CAPZA3","93661","capping actin protein of muscle Z-line subunit alpha 3",4.24661096151897,4.41752400133371,4.18883620387393,3.96200849494292,4.18244347648255,4.29953220271633
"CAPZB","832","capping actin protein of muscle Z-line subunit beta",11.0091057946215,10.9392494718097,10.3112277035642,10.4941477292412,10.6779699028964,10.6051784726425
"CARD10","29775","caspase recruitment domain family member 10",7.45398372736975,7.65237720776043,7.80350709762292,7.80457678741551,7.65273306174537,7.38422601136391
"CARD11","84433","caspase recruitment domain family member 11",6.14646955862989,6.36669808750622,6.38195576614296,6.3773472021303,6.16837933805343,6.02819534830093
"CARD14","79092","caspase recruitment domain family member 14",6.94808208971803,7.06513768585381,7.02873422420773,7.1529050713679,6.58383131109814,6.74388119087242
"CARD16","114769","caspase recruitment domain family member 16",4.98603946256009,5.03733195608482,5.99106948249521,5.56596071609312,4.59135933446437,4.54274648736271
"CARD17P","440068","caspase recruitment domain family member 17, pseudogene",4.65647465666111,4.29598852743086,4.47125819904541,4.67580762099846,4.52630388546086,4.6537654012885
"CARD18","59082","caspase recruitment domain family member 18",4.73529125649872,4.91555239195854,5.06781395394372,4.62167514074877,4.85291366107808,4.56682253753381
"CARD19","84270","caspase recruitment domain family member 19",9.82748980177491,10.0054228872948,9.78047699618232,9.61354924697839,9.59066681107203,9.82067857866752
"CARD6","84674","caspase recruitment domain family member 6",6.66200246610376,6.75356463774976,7.04005278289364,6.7161042134621,5.73100559835786,5.46477568583521
"CARD8","22900","caspase recruitment domain family member 8",8.37110599505163,8.21953506027201,8.11515907063015,8.07453018219862,7.38902174137404,7.19491782007008
"CARF","79800","calcium responsive transcription factor",7.70764674419484,7.47871178553592,7.64163842011693,7.29203232220291,8.64269265402607,8.48364717461072
"CARHSP1","23589","calcium regulated heat stable protein 1",10.6107384617335,10.4079846326216,10.3064970412217,10.1232783155579,10.0616122860368,9.80938830596401
"CARM1","10498","coactivator associated arginine methyltransferase 1",10.4321455195975,10.5057803643353,10.5410732904567,10.4689428386881,10.4982228372803,10.4633076479422
"CARMIL1","55604","capping protein regulator and myosin 1 linker 1",5.5341918416869,5.61910197316963,6.00205943663822,5.85639519399462,5.47335241736106,5.42457007864002
"CARMIL2","146206","capping protein regulator and myosin 1 linker 2",7.20851578421516,7.50386069526975,7.65421257802445,7.40709613411914,7.18845454897082,7.03964456482937
"CARMIL3","90668","capping protein regulator and myosin 1 linker 3",7.31263538127763,7.42152755527792,7.43790062531343,7.46722802501491,7.47174064795032,7.37520671637015
"CARNMT1","138199","carnosine N-methyltransferase 1",8.49844972798496,8.71159328671309,8.05180805220996,7.92969863855473,8.63349413463864,8.85305115163876
"CARNS1","57571","carnosine synthase 1",7.20471248940681,7.15449041994805,7.53822325827076,7.49357656280817,6.99236450935469,6.81573711329429
"CARS1","833","cysteinyl-tRNA synthetase 1",8.77060250226615,9.38641388435557,8.878560173018,9.4024105440745,8.54724708398737,9.62840362747905
"CARS2","79587","cysteinyl-tRNA synthetase 2, mitochondrial",10.2330983777198,10.1741313936297,9.02077615105306,8.62454021973091,9.45123626632314,9.45150586075125
"CARTPT","9607","CART prepropeptide",5.56702787598129,5.56907107357725,5.78061262102318,5.77126974273211,5.23881445163356,5.40921231061945
"CASC2","255082","cancer susceptibility 2",6.51995228895482,6.68178631991053,6.94682827639614,7.05798339364757,7.02449839806757,7.37111709567625
"CASC3","22794","CASC3 exon junction complex subunit",10.5231101299331,10.5110559666616,10.1997889139827,10.5797443469076,10.6123318659499,10.6097302130201
"CASD1","64921","CAS1 domain containing 1",10.137280117659,10.0013951327813,10.2225525619922,10.0121731313898,10.5231885395761,10.0637778137473
"CASK","8573","calcium/calmodulin dependent serine protein kinase",11.6741514783046,11.5631751478845,11.0252644963274,10.5031283583421,11.7280076747446,11.4171464326351
"CASKIN1","57524","CASK interacting protein 1",7.80509231748652,7.73687268044929,7.74584209101372,7.76276038031974,8.23567070741379,8.00226945853857
"CASKIN2","57513","CASK interacting protein 2",8.98113029568584,8.81490151288876,9.09047891160311,8.95571871410045,9.01758313259628,8.81464553303732
"CASP1","834","caspase 1",4.16018551595455,4.1659193940866,6.81963556025601,5.98547301165276,4.81137824750442,4.63961236131442
"CASP10","843","caspase 10",5.39901679925591,5.21898106369105,5.73332147089085,5.38856960342312,5.05576068574696,4.91769387913624
"CASP12","100506742","caspase 12 (gene/pseudogene)",5.50558075884136,5.21394339961749,6.81626392401598,6.02419915494522,5.38005491068248,5.20635208813479
"CASP14","23581","caspase 14",5.11982185181588,5.2499339264038,5.17341703597322,5.27795242773898,4.96674579765022,4.98093771484792
"CASP2","835","caspase 2",10.9995534494312,11.0607871476545,11.3139779857192,10.7638163042353,10.9000733073466,10.424080148648
"CASP3","836","caspase 3",9.32425117193565,9.50354803307033,8.99075987020954,8.47498489801571,10.4747706205644,11.0794543230245
"CASP4","837","caspase 4",8.3121079901919,8.41094152993781,9.20124531862579,9.29085029787582,8.67814593736928,9.1563592591308
"CASP5","838","caspase 5",4.81072981327435,4.97843440225398,5.10925885487457,5.94845481145973,4.7800258072214,5.90813482198017
"CASP6","839","caspase 6",8.2695656002716,8.09354475112428,7.6447320346856,7.33755914559898,7.98533313923425,8.0277384115447
"CASP7","840","caspase 7",8.34733359062065,8.88027983183819,8.41549541647981,8.27857976791801,8.0134238878697,8.55648142620814
"CASP8","841","caspase 8",7.68274314867701,7.96095681719278,8.16717624951983,8.2221010453885,6.89187973888532,7.30447882075988
"CASP8AP2","9994","caspase 8 associated protein 2",8.95702338056797,8.6513739795464,8.99283658279261,8.53331312683822,8.46614712263677,8.37263265038992
"CASP9","842","caspase 9",8.92987690005824,8.820571590667,8.45362114396035,8.50702151874511,8.6125743721944,8.63029272301448
"CASQ1","844","calsequestrin 1",6.4318334148433,6.12354244223133,6.95865646851748,6.45922438199339,6.80365323691072,7.15137054561954
"CASQ2","845","calsequestrin 2",5.41150897323389,5.45614959285984,5.43312583868468,5.63342812361175,5.78579283293932,5.34773031116517
"CASR","846","calcium sensing receptor",5.5949666008906,5.77645397441727,5.9477155100286,5.66849550203166,5.56715781936966,5.14184920296664
"CASS4","57091","Cas scaffold protein family member 4",5.58614743431822,5.71743086539902,6.09867991856109,5.85984796577556,5.87527745328522,5.1847711520846
"CAST","831","calpastatin",10.169928435164,10.2578704975213,10.2086622506437,10.8005931817187,10.3366635065096,10.8028411503455
"CASTOR1","652968","cytosolic arginine sensor for mTORC1 subunit 1",7.8990706022508,7.544264752211,7.91692968426738,7.91200451127562,8.1331312395238,8.44994840955897
"CASTOR2","729438","cytosolic arginine sensor for mTORC1 subunit 2",10.7772060232614,10.6359465575032,10.7813234691791,10.3038520533028,10.9882453842917,10.8665899017455
"CASTOR3P","352954","CASTOR family member 3, pseudogene",9.77196798741706,9.43081294433971,9.66077109698636,8.88886577012492,10.3124650000303,9.84547603086075
"CASZ1","54897","castor zinc finger 1",6.62968372950649,7.11390151809176,7.15800683897807,7.24045428723537,7.05174537148414,7.29483553671769
"CAT","847","catalase",9.91121678543581,9.89086896261247,9.22888346379631,8.78061844391407,9.8851399882144,9.59179517306328
"CATIP","375307","ciliogenesis associated TTC17 interacting protein",6.68353484656047,6.9398561011793,7.225266028562,7.24295937401348,6.76566895046,6.52058115537782
"CATSPER1","117144","cation channel sperm associated 1",6.6373075906244,6.83068551217672,6.85633197990512,6.86129337773226,6.5117384390942,6.47446491128731
"CATSPER2","117155","cation channel sperm associated 2",6.23681861102585,6.44788703573812,6.66757634848954,6.78537461169562,6.7655808649716,6.17918416326179
"CATSPER2P1","440278","CATSPER2 pseudogene 1",6.53287150001036,6.58334349536557,6.62602315694189,7.25734870208637,7.44060549255647,7.76821872866788
"CATSPER3","347732","cation channel sperm associated 3",5.70794476302017,5.92678323299423,5.76301671645327,5.84741152173709,5.74532043936036,5.77091530895299
"CATSPER4","378807","cation channel sperm associated 4",5.8515610753251,5.69486858457711,5.84214374223428,5.80722297720156,5.29062976353953,5.37541277820951
"CATSPERB","79820","cation channel sperm associated auxiliary subunit beta",4.42819402308824,4.4894869204945,4.46684868780832,4.30705691135258,4.27474633866236,4.53079008806454
"CATSPERD","257062","cation channel sperm associated auxiliary subunit delta",5.26566724732274,5.36803208980778,5.49482291753034,5.47022474987501,5.22874335031074,5.2387781705425
"CATSPERE","257044","catsper channel auxiliary subunit epsilon",5.4505730881712,5.40572133703148,5.41191944837752,5.54403654624264,5.33241727648064,5.30541399839545
"CATSPERG","57828","cation channel sperm associated auxiliary subunit gamma",6.79511079058021,6.74586627504058,7.06887577858343,7.1494164813748,6.53746063200943,6.54890908302519
"CATSPERZ","25858","catsper channel auxiliary subunit zeta",7.27839612701753,7.34869767898128,7.60920860190573,7.58904033217101,7.38995762742976,7.05283841023884
"CAV1","857","caveolin 1",9.60311271931402,10.4617956963013,11.5891359472085,11.4535472629791,10.7583365761841,10.7130569229281
"CAV2","858","caveolin 2",6.61464184601173,7.30973433239971,9.54514611697668,9.60471111105864,9.14288513066131,9.30219665049719
"CAV3","859","caveolin 3",6.92393195122075,6.7872066270408,7.03293028131924,7.06693405115172,6.40903715643148,6.43848338030466
"CAVIN1","284119","caveolae associated protein 1",8.46572836337314,8.73787049697713,8.66337122423682,8.96663735464847,8.04214031239665,8.02531229040959
"CAVIN2","8436","caveolae associated protein 2",5.88017304557082,5.89017708167312,6.29275755535163,6.25882360577754,6.05046049038445,5.5899941381598
"CAVIN3","112464","caveolae associated protein 3",9.77135567772081,10.3569611073101,9.52640931629445,8.81579222087368,9.08574698613662,8.96955774311398
"CAVIN4","347273","caveolae associated protein 4",6.43508058423047,6.37651895113366,6.18024471158193,6.25125946416054,6.61200014777058,6.99239599943395
"CBARP","255057","CACN subunit beta associated regulatory protein",8.72894787613908,8.97749798351623,9.03205977245806,9.35705607056116,9.66365846193471,9.22431815500658
"CBFA2T2","9139","CBFA2/RUNX1 partner transcriptional co-repressor 2",7.62401107201943,7.72031246323004,8.22826827173406,8.66248933602905,8.63483079371081,8.5148392240569
"CBFA2T3","863","CBFA2/RUNX1 partner transcriptional co-repressor 3",7.61905204949231,7.81200233501474,8.04003570889956,7.85288496223035,7.5667041058376,7.33799342656494
"CBFB","865","core-binding factor subunit beta",10.983587170188,11.1375012537803,10.5684105320912,10.3050955435528,10.5464022561158,10.6297511250414
"CBL","867","Cbl proto-oncogene",9.79696686300236,10.0207741599378,10.2350928266665,10.5798125683608,10.2994284772595,10.0412564354177
"CBLB","868","Cbl proto-oncogene B",9.34842442654513,9.19396948556855,8.88210885184385,9.40626015485301,9.01381939991056,9.24664837742728
"CBLC","23624","Cbl proto-oncogene C",7.01658671767008,7.21651838517095,7.23385395506094,7.16543068319498,6.79227167197942,6.53933253430408
"CBLIF","2694","cobalamin binding intrinsic factor",5.45231084802855,5.43237655582911,5.87323948639243,5.82033483885093,5.29293226291335,5.20715910793168
"CBLL1","79872","Cbl proto-oncogene like 1",10.8080570121291,10.854854378026,11.0818677468636,11.4438075586747,10.9846559545683,11.1243441686758
"CBLL2","158506","Cbl proto-oncogene like 2",4.80166660949577,5.01591512430241,4.9026771511075,4.69549454364602,4.38705751015966,4.38080497717897
"CBLN1","869","cerebellin 1 precursor",7.034750146665,7.14006841594648,7.36343462338835,7.22610889970103,7.02649904712628,7.04004452188191
"CBLN2","147381","cerebellin 2 precursor",6.1642040863098,6.30940127873709,6.45908251870042,6.42090615047193,5.84506058329785,5.90288580762347
"CBLN3","643866","cerebellin 3 precursor",6.92470322152286,7.04602451102672,7.02452019058668,7.12378704662191,7.12731024545462,7.16521216642179
"CBLN4","140689","cerebellin 4 precursor",5.79261298346562,5.93982656275084,6.04516427020632,6.05429014467928,5.92473537111068,5.82232505027147
"CBR1","873","carbonyl reductase 1",8.78971830193795,8.74446562688073,9.30649679668568,8.97629535814778,9.04738545752391,9.12951466560962
"CBR3","874","carbonyl reductase 3",8.53876613950274,8.44287326076811,8.77693199435725,8.43635613876043,7.9407808664657,8.06579284087187
"CBR4","84869","carbonyl reductase 4",8.52423725077431,8.2100423291657,7.89056018319201,7.49924602956665,8.53027031930189,8.4018350891448
"CBS","875","cystathionine beta-synthase",10.9537088828094,11.0970462922877,11.286193205484,11.3688122357506,10.0715095153832,10.633807829441
"CBX1","10951","chromobox 1",10.8586845922797,10.7527996183477,10.6895606079283,10.3587544337653,10.3217336753959,10.3120051719959
"CBX2","84733","chromobox 2",9.01628950738769,8.78870886922689,8.95435739280712,8.76707613435297,8.39184889918593,8.21509376485205
"CBX3","11335","chromobox 3",11.0061467847813,11.0010858378072,10.7908065087211,10.5100475243766,10.6081902264922,10.3592411281115
"CBX4","8535","chromobox 4",9.36897614367387,9.48519660761514,9.88155815041725,10.1773913140976,9.81795301641522,10.232601119773
"CBX5","23468","chromobox 5",12.1320786900822,12.0469725689815,11.9979496371259,11.49078600565,12.4917121925786,11.8896423800716
"CBX6","23466","chromobox 6",9.32631968098711,9.31160665913019,10.0186842007914,10.0758831271296,9.95082396410659,9.69207024375989
"CBX7","23492","chromobox 7",6.42647882586938,7.01676525541257,7.72167254322081,7.65735874377145,7.50592563053611,7.79622871406998
"CBX8","57332","chromobox 8",8.33954598049864,8.21622509108873,8.37961167494786,8.1956556249865,8.32032668156049,7.98822636736373
"CBY1","25776","chibby 1, beta catenin antagonist",7.70321710040705,7.53326416528573,8.12952647448063,8.12636032427097,8.41222530038692,8.66953343192086
"CBY2","220082","chibby family member 2",4.99978564944603,5.14377736269926,5.23608350721636,5.11549507829824,4.92240320822732,4.78749681554531
"CC2D1A","54862","coiled-coil and C2 domain containing 1A",8.48369946061264,8.5217299328526,8.96686994523504,9.14871767085556,8.73719040986659,8.63220780871369
"CC2D1B","200014","coiled-coil and C2 domain containing 1B",8.56454658970728,8.70947358364033,8.79799949241495,9.23641650904536,8.81141191827928,9.02416662913439
"CC2D2A","57545","coiled-coil and C2 domain containing 2A",8.45763434621177,8.12054918494447,8.53775436717118,8.28285434415345,8.47800165262725,8.20568625115849
"CC2D2B","387707","coiled-coil and C2 domain containing 2B",4.35748147451967,4.29954789018367,4.43306737646296,4.11135044407458,4.23224551959904,4.26967448196335
"CCAR1","55749","cell division cycle and apoptosis regulator 1",11.237607095424,11.2022173909555,10.7957030675432,10.8756784831278,10.5553158587788,10.7951051241909
"CCAR2","57805","cell cycle and apoptosis regulator 2",9.37245334490442,9.39210113615179,9.13359233254721,9.08265466950824,9.54444918269958,9.45590604657177
"CCBE1","147372","collagen and calcium binding EGF domains 1",6.07220832910245,6.21846808854479,6.2591246287133,6.34701915254187,6.12816423521574,5.95759441967025
"CCDC102A","92922","coiled-coil domain containing 102A",7.83000343557845,7.76904069874339,8.13239598581095,7.76908649661635,7.42649501687227,7.44155951857772
"CCDC102B","79839","coiled-coil domain containing 102B",5.82168106352617,6.53510171773371,6.97567422521909,6.31097794306652,7.08007324778416,6.97910393604913
"CCDC103","388389","coiled-coil domain containing 103",6.76044018927807,6.86610448008648,7.03147512154714,7.01614318932461,7.22652260613379,7.44703700115973
"CCDC106","29903","coiled-coil domain containing 106",9.19129598546462,9.25345220228083,9.2764090060418,9.2277648780849,8.79430871667947,8.86410220664514
"CCDC107","203260","coiled-coil domain containing 107",8.62567477689459,8.71531541337787,8.45738910748612,8.45948240259885,8.27746974271665,8.35297649468666
"CCDC110","256309","coiled-coil domain containing 110",4.7688373378809,4.7552807946675,6.04725909822037,5.53743049786228,4.96048835093547,5.54999226681772
"CCDC112","153733","coiled-coil domain containing 112",7.64789248657073,7.56783768513619,6.88436839848279,7.50799963826897,7.43263819032237,7.88350306321448
"CCDC113","29070","coiled-coil domain containing 113",5.65065058945024,5.89948700096591,6.82769141900449,7.41306144723263,7.64420323272481,7.95723375356876
"CCDC115","84317","coiled-coil domain containing 115",8.76975939466537,8.65002338983126,8.51191499943739,8.62546286136634,8.83802240055942,8.89192383654532
"CCDC116","164592","coiled-coil domain containing 116",7.11127126963268,7.08598283635635,7.44304979803941,7.20790412171148,6.77396955028291,6.96698534162277
"CCDC117","150275","coiled-coil domain containing 117",9.94745999165425,9.76086793071002,9.55081286292909,9.30605947626117,9.37261171169583,9.30197649069965
"CCDC12","151903","coiled-coil domain containing 12",8.94496894503368,8.85560797727614,8.39351019662601,8.35793575219923,8.72729952449052,8.70289881715402
"CCDC120","90060","coiled-coil domain containing 120",7.64488104999516,7.61810322370678,7.71653592562969,7.83237416869346,7.86409046670952,7.75510587449641
"CCDC121","79635","coiled-coil domain containing 121",7.70246720706885,7.4471215059702,7.46580014576618,7.45909586814169,7.48784071613024,7.37504953801331
"CCDC122","160857","coiled-coil domain containing 122",4.84598589249051,5.36528011890146,5.26701951572157,5.50228134134051,6.46118430796986,7.17093765993253
"CCDC124","115098","coiled-coil domain containing 124",10.9436169811988,10.7797142328878,10.802845745297,11.0936585331626,10.8318586884447,11.0277967505475
"CCDC125","202243","coiled-coil domain containing 125",8.11661474815475,8.16628379924635,8.41028068867123,8.71148269215786,7.64760523521037,7.56061319051409
"CCDC126","90693","coiled-coil domain containing 126",8.57652121079352,8.53498275492068,8.35072679377151,8.04957555535555,8.35085840780385,8.76573674002158
"CCDC127","133957","coiled-coil domain containing 127",8.73696457299557,8.74572218760589,8.5289613255538,8.43021958709568,8.83060226162021,8.96807850280731
"CCDC13","152206","coiled-coil domain containing 13",7.32981991444967,7.35340629451163,7.34428123319897,7.23003194882989,7.3083665658606,7.20209273426782
"CCDC134","79879","coiled-coil domain containing 134",9.47932993523884,9.34152087155117,9.03856834660121,8.90272771134669,9.37835241118489,9.23992556056945
"CCDC136","64753","coiled-coil domain containing 136",6.92596778253752,6.87701975714141,7.54429583439188,8.13391518095741,7.8761327411907,7.79264100207307
"CCDC137","339230","coiled-coil domain containing 137",9.19305063181031,9.15192597184017,8.97504940726482,8.7861069815398,8.70338175195142,8.61989252746192
"CCDC138","165055","coiled-coil domain containing 138",7.99417893664598,7.77252619165504,7.06589896724729,6.63671036926203,7.37352977010969,7.0677736785967
"CCDC14","64770","coiled-coil domain containing 14",9.95968436949103,9.5510198036234,9.16404619302276,9.23394832965478,8.26062467362548,7.80133412182978
"CCDC140","151278","CCDC140 long non-coding RNA",7.06501514267047,7.31216094772821,7.08533712673071,6.84580534534487,7.14224153050513,6.68686473298858
"CCDC141","285025","coiled-coil domain containing 141",4.70555352570382,4.60871795401572,5.21512212257013,4.76957943011299,4.60204267483021,4.64538106936895
"CCDC142","84865","coiled-coil domain containing 142",7.82487253416329,7.52174704773124,7.67141359900422,7.76875683694045,7.74996620860123,7.32743352918193
"CCDC144A","9720","coiled-coil domain containing 144A",6.80702420779461,6.61532306922091,6.35507330361895,6.46203276757484,6.75630769192942,6.27741013934605
"CCDC144NL","339184","CCDC144A N-terminal like (pseudogene)",6.59380244267177,6.47779616818852,6.86602849897921,6.82989385195547,6.62532264567898,6.1928435553884
"CCDC146","57639","coiled-coil domain containing 146",7.11988966390645,6.46777858527624,7.90980313425709,7.7866257614162,7.1995239611317,7.36364951625005
"CCDC148","130940","coiled-coil domain containing 148",5.46356968164643,5.09788407350005,5.28126975899742,5.30927062635073,5.44629211502988,5.93141570102854
"CCDC148-AS1","554201","CCDC148 antisense RNA 1",5.84927039314723,5.80168809349883,6.39687733298611,6.28462814484844,5.66175529333701,5.76974009151752
"CCDC149","91050","coiled-coil domain containing 149",8.64109958786884,8.82471935652023,8.65657057758429,8.46047323693992,8.27887418645738,8.56156782028645
"CCDC15","80071","coiled-coil domain containing 15",8.29189253382163,8.0211038406449,6.83277764871289,6.49744930114296,6.33929772919217,6.38715482401082
"CCDC150","284992","coiled-coil domain containing 150",7.02390411080288,6.68767633616318,6.41683638754917,6.00075233273635,6.51969730805832,6.05361527591207
"CCDC153","283152","coiled-coil domain containing 153",7.08122575406328,7.1252258106921,7.44297564250239,7.49759651227637,6.98067511213639,6.66933688697681
"CCDC154","645811","coiled-coil domain containing 154",7.61732487077648,7.5889142167327,8.06165320532496,7.9193718887122,7.50037566340105,7.08841141377545
"CCDC157","550631","coiled-coil domain containing 157",7.32876957118205,7.37382464133947,7.57220188951002,7.54163017030533,7.34176456294157,7.05694181391305
"CCDC158","339965","coiled-coil domain containing 158",4.40557169871925,4.49686027761976,4.50211359529481,4.60359928987126,4.20363475463169,4.31742469047086
"CCDC159","126075","coiled-coil domain containing 159",7.58932479564337,7.81453770806928,8.23698548614084,8.78833999173426,8.02281710662559,8.30405653246867
"CCDC162P","221262","coiled-coil domain containing 162, pseudogene",6.02881685846799,6.2874511487707,6.47167815600673,6.37390551829164,6.17049474501875,6.03967360963084
"CCDC166","100130274","coiled-coil domain containing 166",7.24863236949583,7.54455312604907,7.43841603787831,7.46508860441699,7.14092314724009,7.19303347056587
"CCDC167","154467","coiled-coil domain containing 167",10.5167744852213,10.1263560428782,9.30850304271378,9.20006706230014,9.80172186537189,10.2752905573374
"CCDC168","643677","coiled-coil domain containing 168",5.54805511445493,5.40466451543132,5.48228461654411,5.65631697413883,5.29691600199404,5.19103562463582
"CCDC169","728591","coiled-coil domain containing 169",6.65270049608354,6.75433904478617,7.31478773451862,7.38052425364521,8.40142758497413,8.57070452997445
"CCDC169-SOHLH2","100526761","CCDC169-SOHLH2 readthrough",6.46621234429396,6.75179608808439,6.9286678143423,7.25343277751951,8.69309139079859,9.03771287445519
"CCDC17","149483","coiled-coil domain containing 17",7.05058573690466,6.87345771695092,6.96711042702355,7.08098875666029,6.81568552071227,6.53051481098995
"CCDC170","80129","coiled-coil domain containing 170",5.58131750580793,5.72422030513216,5.53449934019186,5.56602413417776,5.32091406640965,5.18900373340682
"CCDC171","203238","coiled-coil domain containing 171",7.47164239030774,7.29688522587652,7.22409467197622,7.57154943614593,7.22303508731287,7.96043265579185
"CCDC172","374355","coiled-coil domain containing 172",3.0295800199489,2.95381614534511,3.03953433719603,3.18824269568855,2.94846638345596,2.97001979169287
